id,user_id,nomination_id,points
1661,85,524,1
1662,92,539,1
1663,92,552,1
1664,92,544,1
1665,122,587,1
1666,122,581,1
1667,88,602,1
1668,88,637,1
1669,168,680,1
1670,32,704,1
1671,32,710,1
1672,32,689,1
1673,50,737,1
1674,95,765,1
1675,95,772,1
1676,109,841,1
1677,122,873,1
1678,122,863,1
1679,85,910,1
1680,85,926,1
1681,111,977,1
1682,54,268,1
1683,54,254,1
1684,54,246,1
1685,50,290,1
1686,68,306,1
1687,68,343,1
1688,74,346,1
1689,74,359,1
1690,80,400,1
1691,80,397,1
1692,80,418,1
1693,89,440,1
1694,89,446,1
1695,89,437,1
1696,92,470,1
1697,66,478,1
1698,66,499,1
1699,168,524,1
1700,168,517,1
1701,88,539,1
1702,121,587,1
1703,92,602,1
1704,92,637,1
1705,173,676,1
1706,54,704,1
1707,66,737,1
1708,66,753,1
1709,66,763,1
1710,92,765,1
1711,92,781,1
1712,104,823,1
1713,110,863,1
1714,95,910,1
1715,95,926,1
1716,129,977,1
1717,50,254,1
1718,86,290,1
1719,86,283,1
1720,78,343,1
1721,62,346,1
1722,66,400,1
1723,66,397,1
1724,66,418,1
1725,88,446,1
1726,173,470,1
1727,165,496,1
1728,165,478,1
1729,165,499,1
1730,92,508,1
1731,92,524,1
1732,92,517,1
1733,166,539,1
1734,106,587,1
1735,3,602,1
1736,166,676,1
1737,50,710,1
1738,124,737,1
1739,124,753,1
1740,89,765,1
1741,102,823,1
1742,100,863,1
1743,167,910,1
1744,130,957,1
1745,43,299,1
1746,225,343,1
1747,52,346,1
1748,164,400,1
1749,164,397,1
1750,164,418,1
1751,105,440,1
1752,105,437,1
1753,88,449,1
1754,164,496,1
1755,164,478,1
1756,173,508,1
1757,173,524,1
1758,173,517,1
1759,173,539,1
1760,178,581,1
1761,93,602,1
1762,93,637,1
1763,89,648,1
1764,66,704,1
1765,66,710,1
1766,66,689,1
1767,67,737,1
1768,167,765,1
1769,167,781,1
1770,107,823,1
1771,102,863,1
1772,92,910,1
1773,92,939,1
1774,122,957,1
1775,164,290,1
1776,164,283,1
1777,164,299,1
1778,63,343,1
1779,125,346,1
1780,124,400,1
1781,124,397,1
1782,124,418,1
1783,173,440,1
1784,166,470,1
1785,51,499,1
1786,88,524,1
1787,93,539,1
1788,100,581,1
1789,89,602,1
1790,89,637,1
1791,172,676,1
1792,124,704,1
1793,124,710,1
1794,73,737,1
1795,73,753,1
1796,88,765,1
1797,88,781,1
1798,119,841,1
1799,170,873,1
1800,170,863,1
1801,88,910,1
1802,88,926,1
1803,138,957,1
1804,51,290,1
1805,51,283,1
1806,51,299,1
1807,62,343,1
1808,63,381,1
1809,58,400,1
1810,58,397,1
1811,167,440,1
1812,167,437,1
1813,89,470,1
1814,80,496,1
1815,80,499,1
1816,166,524,1
1817,166,517,1
1818,3,539,1
1819,104,570,1
1820,104,587,1
1821,104,581,1
1822,173,602,1
1823,100,680,1
1824,51,704,1
1825,51,710,1
1826,164,737,1
1827,105,765,1
1828,105,781,1
1829,111,823,1
1830,111,841,1
1831,111,838,1
1832,104,862,1
1833,104,873,1
1834,104,863,1
1835,105,910,1
1836,105,926,1
1837,248,977,1
1838,80,290,1
1839,80,283,1
1840,80,299,1
1841,52,343,1
1842,163,346,1
1843,67,397,1
1844,3,440,1
1845,3,446,1
1846,3,449,1
1847,73,496,1
1848,73,499,1
1849,3,517,1
1850,172,552,1
1851,102,581,1
1852,168,602,1
1853,178,676,1
1854,67,704,1
1855,67,710,1
1856,165,737,1
1857,165,753,1
1858,168,765,1
1859,170,823,1
1860,119,862,1
1861,119,873,1
1862,119,863,1
1863,168,910,1
1864,273,957,1
1865,165,290,1
1866,165,299,1
1867,125,343,1
1868,169,346,1
1869,51,400,1
1870,51,397,1
1871,93,440,1
1872,168,470,1
1873,67,499,1
1874,105,517,1
1875,100,539,1
1876,100,552,1
1877,100,544,1
1878,91,587,1
1879,172,602,1
1880,110,680,1
1881,164,704,1
1882,164,710,1
1883,51,737,1
1884,173,765,1
1885,128,823,1
1886,111,862,1
1887,111,873,1
1888,111,863,1
1889,3,910,1
1890,63,957,1
1891,66,283,1
1892,66,299,1
1893,70,343,1
1894,83,346,1
1895,165,400,1
1896,165,397,1
1897,165,418,1
1898,91,440,1
1899,91,437,1
1900,167,454,1
1901,58,478,1
1902,93,517,1
1903,122,539,1
1904,119,587,1
1905,122,602,1
1906,121,676,1
1907,58,704,1
1908,58,710,1
1909,58,737,1
1910,93,765,1
1911,93,781,1
1912,108,823,1
1913,109,863,1
1914,172,910,1
1915,94,957,1
1916,107,290,1
1917,107,283,1
1918,107,299,1
1919,10,343,1
1920,76,346,1
1921,73,400,1
1922,73,397,1
1923,166,437,1
1924,105,449,1
1925,63,499,1
1926,89,524,1
1927,110,539,1
1928,110,552,1
1929,170,587,1
1930,100,602,1
1931,122,648,1
1932,73,710,1
1933,125,737,1
1934,125,753,1
1935,166,765,1
1936,118,823,1
1937,107,862,1
1938,107,873,1
1939,107,863,1
1940,110,910,1
1941,180,957,1
1942,53,290,1
1943,53,283,1
1944,53,299,1
1945,53,343,1
1946,233,346,1
1947,68,400,1
1948,68,397,1
1949,68,418,1
1950,168,440,1
1951,168,437,1
1952,93,449,1
1953,125,499,1
1954,167,508,1
1955,121,552,1
1956,107,587,1
1957,121,602,1
1958,121,637,1
1959,111,676,1
1960,111,680,1
1961,111,648,1
1962,165,704,1
1963,63,737,1
1964,3,765,1
1965,114,823,1
1966,128,863,1
1967,178,926,1
1968,220,290,1
1969,125,400,1
1970,172,454,1
1971,62,499,1
1972,172,508,1
1973,178,539,1
1974,128,587,1
1975,110,602,1
1976,110,637,1
1977,110,607,1
1978,107,676,1
1979,107,680,1
1980,107,648,1
1981,125,704,1
1982,125,710,1
1983,169,753,1
1984,172,781,1
1985,130,823,1
1986,118,863,1
1987,121,910,1
1988,121,926,1
1989,244,290,1
1990,244,283,1
1991,63,400,1
1992,63,397,1
1993,163,496,1
1994,106,517,1
1995,106,539,1
1996,111,587,1
1997,111,581,1
1998,178,602,1
1999,119,676,1
2000,63,704,1
2001,85,753,1
2002,121,781,1
2003,74,823,1
2004,74,838,1
2005,108,873,1
2006,108,863,1
2007,122,910,1
2008,124,290,1
2009,62,400,1
2010,169,478,1
2011,169,499,1
2012,110,524,1
2013,170,539,1
2014,170,552,1
2015,109,581,1
2016,109,602,1
2017,104,680,1
2018,169,704,1
2019,169,710,1
2020,95,737,1
2021,95,753,1
2022,122,765,1
2023,122,781,1
2024,127,823,1
2025,127,838,1
2026,114,862,1
2027,100,910,1
2028,58,290,1
2029,58,283,1
2030,58,299,1
2031,52,400,1
2032,85,499,1
2033,100,508,1
2034,109,539,1
2035,114,570,1
2036,114,587,1
2037,119,602,1
2038,119,637,1
2039,102,676,1
2040,85,704,1
2041,85,710,1
2042,105,737,1
2043,105,753,1
2044,178,765,1
2045,34,823,1
2046,130,862,1
2047,170,910,1
2048,170,939,1
2049,170,926,1
2050,67,290,1
2051,163,397,1
2052,95,499,1
2053,121,524,1
2054,102,539,1
2055,102,544,1
2056,118,587,1
2057,104,602,1
2058,104,637,1
2059,128,676,1
2060,128,648,1
2061,105,704,1
2062,105,710,1
2063,167,737,1
2064,167,753,1
2065,110,765,1
2066,81,823,1
2067,127,873,1
2068,127,863,1
2069,109,910,1
2070,73,290,1
2071,73,299,1
2072,233,400,1
2073,233,397,1
2074,92,496,1
2075,92,499,1
2076,178,524,1
2077,104,539,1
2078,104,552,1
2079,104,544,1
2080,108,581,1
2081,91,602,1
2082,91,637,1
2083,170,676,1
2084,95,704,1
2085,88,737,1
2086,88,753,1
2087,100,765,1
2088,129,823,1
2089,74,863,1
2090,104,910,1
2091,64,299,1
2092,169,397,1
2093,88,499,1
2094,122,524,1
2095,208,539,1
2096,117,570,1
2097,117,587,1
2098,117,581,1
2099,107,602,1
2100,107,637,1
2101,109,676,1
2102,88,704,1
2103,88,710,1
2104,166,737,1
2105,166,753,1
2106,119,765,1
2107,119,781,1
2108,161,838,1
2109,81,862,1
2110,81,873,1
2111,81,863,1
2112,128,910,1
2113,128,926,1
2114,13,290,1
2115,76,397,1
2116,105,496,1
2117,105,478,1
2118,105,499,1
2119,101,517,1
2120,107,539,1
2121,177,587,1
2122,177,581,1
2123,102,637,1
2124,108,680,1
2125,92,704,1
2126,92,710,1
2127,92,737,1
2128,92,753,1
2129,170,765,1
2130,180,823,1
2131,34,863,1
2132,111,910,1
2133,111,939,1
2134,111,926,1
2135,43,397,1
2136,173,499,1
2137,119,508,1
2138,119,524,1
2139,119,539,1
2140,130,581,1
2141,170,602,1
2142,170,637,1
2143,118,680,1
2144,167,710,1
2145,173,753,1
2146,104,765,1
2147,104,772,1
2148,104,781,1
2149,57,823,1
2150,180,863,1
2151,102,910,1
2152,183,400,1
2153,183,397,1
2154,166,478,1
2155,166,499,1
2156,104,508,1
2157,104,524,1
2158,104,517,1
2159,91,552,1
2160,139,570,1
2161,114,648,1
2162,168,704,1
2163,3,753,1
2164,107,765,1
2165,152,838,1
2166,129,863,1
2167,107,910,1
2168,249,400,1
2169,168,496,1
2170,107,508,1
2171,107,524,1
2172,107,517,1
2173,74,539,1
2174,112,581,1
2175,128,637,1
2176,130,676,1
2177,166,704,1
2178,166,710,1
2179,93,753,1
2180,111,765,1
2181,111,781,1
2182,144,823,1
2183,57,863,1
2184,119,910,1
2185,85,400,1
2186,3,496,1
2187,208,517,1
2188,128,539,1
2189,108,602,1
2190,34,676,1
2191,34,680,1
2192,34,648,1
2193,3,710,1
2194,3,689,1
2195,89,753,1
2196,102,765,1
2197,179,823,1
2198,152,862,1
2199,152,863,1
2200,114,926,1
2201,9,400,1
2202,93,496,1
2203,93,478,1
2204,93,499,1
2205,91,524,1
2206,91,517,1
2207,111,539,1
2208,111,552,1
2209,111,544,1
2210,118,637,1
2211,127,676,1
2212,127,680,1
2213,127,648,1
2214,173,710,1
2215,172,753,1
2216,109,765,1
2217,142,823,1
2218,161,863,1
2219,108,910,1
2220,108,926,1
2221,95,400,1
2222,167,496,1
2223,167,478,1
2224,167,499,1
2225,102,524,1
2226,108,539,1
2227,114,637,1
2228,81,676,1
2229,81,680,1
2230,81,648,1
2231,89,710,1
2232,122,737,1
2233,122,753,1
2234,128,765,1
2235,137,823,1
2236,137,862,1
2237,137,873,1
2238,137,863,1
2239,118,910,1
2240,65,400,1
2241,65,397,1
2242,89,499,1
2243,170,517,1
2244,114,539,1
2245,114,552,1
2246,177,602,1
2247,74,676,1
2248,93,710,1
2249,100,737,1
2250,100,753,1
2251,108,781,1
2252,175,823,1
2253,10,863,1
2254,130,910,1
2255,172,496,1
2256,109,517,1
2257,201,539,1
2258,139,602,1
2259,172,704,1
2260,121,737,1
2261,121,753,1
2262,118,765,1
2263,132,823,1
2264,132,841,1
2265,132,838,1
2266,132,862,1
2267,132,873,1
2268,132,863,1
2269,127,910,1
2270,127,939,1
2271,127,926,1
2272,121,478,1
2273,121,499,1
2274,128,517,1
2275,118,539,1
2276,130,637,1
2277,122,704,1
2278,122,710,1
2279,110,753,1
2280,114,765,1
2281,65,823,1
2282,142,863,1
2283,74,910,1
2284,100,499,1
2285,74,524,1
2286,115,539,1
2287,264,602,1
2288,264,637,1
2289,110,704,1
2290,178,737,1
2291,130,765,1
2292,138,823,1
2293,138,863,1
2294,81,910,1
2295,81,926,1
2296,122,496,1
2297,122,499,1
2298,111,508,1
2299,42,539,1
2300,178,704,1
2301,104,737,1
2302,104,753,1
2303,127,765,1
2304,127,781,1
2305,150,823,1
2306,144,863,1
2307,161,910,1
2308,161,926,1
2309,106,499,1
2310,112,539,1
2311,121,704,1
2312,109,737,1
2313,34,765,1
2314,10,823,1
2315,179,863,1
2316,152,910,1
2317,152,926,1
2318,110,496,1
2319,110,499,1
2320,100,710,1
2321,170,737,1
2322,170,753,1
2323,74,765,1
2324,74,772,1
2325,74,781,1
2326,140,823,1
2327,150,863,1
2328,129,910,1
2329,178,499,1
2330,109,704,1
2331,109,710,1
2332,128,737,1
2333,128,753,1
2334,128,763,1
2335,81,765,1
2336,81,781,1
2337,149,823,1
2338,65,863,1
2339,180,910,1
2340,128,499,1
2341,104,704,1
2342,104,710,1
2343,111,737,1
2344,111,753,1
2345,111,763,1
2346,176,765,1
2347,147,823,1
2348,151,863,1
2349,57,910,1
2350,119,704,1
2351,119,710,1
2352,119,689,1
2353,119,737,1
2354,119,753,1
2355,119,763,1
2356,129,765,1
2357,129,781,1
2358,202,823,1
2359,140,862,1
2360,140,873,1
2361,140,863,1
2362,132,910,1
2363,132,939,1
2364,132,926,1
2365,107,704,1
2366,102,737,1
2367,180,765,1
2368,151,823,1
2369,174,862,1
2370,174,873,1
2371,174,863,1
2372,137,939,1
2373,137,926,1
2374,102,704,1
2375,107,737,1
2376,161,765,1
2377,262,823,1
2378,147,862,1
2379,147,873,1
2380,147,863,1
2381,65,910,1
2382,111,704,1
2383,111,710,1
2384,111,689,1
2385,114,737,1
2386,114,753,1
2387,152,765,1
2388,184,823,1
2389,136,863,1
2390,142,910,1
2391,170,704,1
2392,170,710,1
2393,108,737,1
2394,108,753,1
2395,183,765,1
2396,136,823,1
2397,149,862,1
2398,149,873,1
2399,149,863,1
2400,150,910,1
2401,128,704,1
2402,128,710,1
2403,118,737,1
2404,255,765,1
2405,174,823,1
2406,174,838,1
2407,262,863,1
2408,179,910,1
2409,114,704,1
2410,114,710,1
2411,130,737,1
2412,130,753,1
2413,57,765,1
2414,266,823,1
2415,171,873,1
2416,171,863,1
2417,138,910,1
2418,108,704,1
2419,108,710,1
2420,127,737,1
2421,127,753,1
2422,91,765,1
2423,91,781,1
2424,171,823,1
2425,171,838,1
2426,53,863,1
2427,140,910,1
2428,140,939,1
2429,140,926,1
2430,118,710,1
2431,34,737,1
2432,34,753,1
2433,132,765,1
2434,132,772,1
2435,132,781,1
2436,146,823,1
2437,191,863,1
2438,149,910,1
2439,149,939,1
2440,149,926,1
2441,130,704,1
2442,74,737,1
2443,74,753,1
2444,138,765,1
2445,138,781,1
2446,191,823,1
2447,46,863,1
2448,147,910,1
2449,147,939,1
2450,147,926,1
2451,34,704,1
2452,34,710,1
2453,34,689,1
2454,81,737,1
2455,133,781,1
2456,46,823,1
2457,146,863,1
2458,151,910,1
2459,127,704,1
2460,127,710,1
2461,127,689,1
2462,176,737,1
2463,176,753,1
2464,176,763,1
2465,137,765,1
2466,137,772,1
2467,137,781,1
2468,53,823,1
2469,247,863,1
2470,262,939,1
2471,81,704,1
2472,81,710,1
2473,255,737,1
2474,255,753,1
2475,175,765,1
2476,247,823,1
2477,214,863,1
2478,174,910,1
2479,174,926,1
2480,74,704,1
2481,74,710,1
2482,129,737,1
2483,129,753,1
2484,129,763,1
2485,144,765,1
2486,106,863,1
2487,136,926,1
2488,255,704,1
2489,255,710,1
2490,152,737,1
2491,152,753,1
2492,142,765,1
2493,142,772,1
2494,142,781,1
2495,146,910,1
2496,146,926,1
2497,152,704,1
2498,152,710,1
2499,161,737,1
2500,161,753,1
2501,65,765,1
2502,65,781,1
2503,171,910,1
2504,171,939,1
2505,183,704,1
2506,180,753,1
2507,179,765,1
2508,179,781,1
2509,46,910,1
2510,161,704,1
2511,161,710,1
2512,57,737,1
2513,205,781,1
2514,247,926,1
2515,129,704,1
2516,183,737,1
2517,183,753,1
2518,203,765,1
2519,214,910,1
2520,57,704,1
2521,57,710,1
2522,132,737,1
2523,132,753,1
2524,132,763,1
2525,194,781,1
2526,251,910,1
2527,251,939,1
2528,251,926,1
2529,180,704,1
2530,175,737,1
2531,175,753,1
2532,131,781,1
2533,158,910,1
2534,176,710,1
2535,143,737,1
2536,143,753,1
2537,150,765,1
2538,248,910,1
2539,248,939,1
2540,259,737,1
2541,10,765,1
2542,257,910,1
2543,194,737,1
2544,194,753,1
2545,143,765,1
2546,139,910,1
2547,230,737,1
2548,230,753,1
2549,99,781,1
2550,255,910,1
2551,255,926,1
2552,137,737,1
2553,137,753,1
2554,137,763,1
2555,163,781,1
2556,182,926,1
2557,144,737,1
2558,149,765,1
2559,149,772,1
2560,149,781,1
2561,42,910,1
2562,138,737,1
2563,138,753,1
2564,140,765,1
2565,140,772,1
2566,140,781,1
2567,93,910,1
2568,142,737,1
2569,142,753,1
2570,139,781,1
2571,150,737,1
2572,150,753,1
2573,141,765,1
2574,141,781,1
2575,203,737,1
2576,203,753,1
2577,202,765,1
2578,202,781,1
2579,10,737,1
2580,151,765,1
2581,151,772,1
2582,151,781,1
2583,126,737,1
2584,126,753,1
2585,184,765,1
2586,184,772,1
2587,184,781,1
2588,133,737,1
2589,218,781,1
2590,65,737,1
2591,65,753,1
2592,147,765,1
2593,147,781,1
2594,99,737,1
2595,99,753,1
2596,210,781,1
2597,91,737,1
2598,174,765,1
2599,174,781,1
2600,205,737,1
2601,136,765,1
2602,136,781,1
2603,134,737,1
2604,266,765,1
2605,266,781,1
2606,188,737,1
2607,182,765,1
2608,182,781,1
2609,179,737,1
2610,179,753,1
2611,262,765,1
2612,262,781,1
2613,131,753,1
2614,177,765,1
2615,116,737,1
2616,243,781,1
2617,135,765,1
2618,222,765,1
2619,222,781,1
2620,12,993,0.5
2621,66,993,0.5
2622,68,993,0.5
2623,11,993,0.5
2624,59,993,0.5
2625,125,993,0.5
2626,169,993,0.5
2627,164,993,0.5
2628,2,993,0.5
2629,74,993,0.5
2630,10,993,0.5
2631,81,993,0.5
2632,6,993,0.5
2633,32,993,0.5
2634,78,993,0.5
2635,48,993,0.5
2636,105,993,0.5
2637,1,993,0.5
2638,23,993,0.5
2639,73,993,0.5
2640,121,993,0.5
2641,162,993,0.5
2642,58,993,0.5
2643,107,993,0.5
2644,23,994,0.5
2645,162,994,0.5
2646,183,994,0.5
2647,51,994,0.5
2648,12,994,0.5
2649,11,994,0.5
2650,59,994,0.5
2651,6,994,0.5
2652,164,994,0.5
2653,125,994,0.5
2654,10,994,0.5
2655,48,994,0.5
2656,65,994,0.5
2657,28,994,0.5
2658,73,994,0.5
2659,81,994,0.5
2660,107,995,0.5
2661,12,995,0.5
2662,164,995,0.5
2663,162,995,0.5
2664,86,995,0.5
2665,11,995,0.5
2666,23,995,0.5
2667,73,995,0.5
2668,32,995,0.5
2669,28,995,0.5
2670,125,995,0.5
2671,59,995,0.5
2672,20,995,0.5
2673,81,995,0.5
2674,74,995,0.5
2675,67,995,0.5
2676,48,995,0.5
2677,51,995,0.5
2678,6,995,0.5
2679,37,995,0.5
2680,66,995,0.5
2681,65,995,0.5
2682,12,996,0.5
2683,28,996,0.5
2684,162,996,0.5
2685,11,996,0.5
2686,66,996,0.5
2687,51,996,0.5
2688,23,996,0.5
2689,1,996,0.5
2690,59,996,0.5
2691,81,996,0.5
2692,6,996,0.5
2693,48,996,0.5
2694,125,997,0.5
2695,59,997,0.5
2696,66,997,0.5
2697,12,997,0.5
2698,23,997,0.5
2699,11,997,0.5
2700,88,997,0.5
2701,6,997,0.5
2702,80,997,0.5
2703,73,997,0.5
2704,164,997,0.5
2705,51,997,0.5
2706,1,997,0.5
2707,81,997,0.5
2708,34,997,0.5
2709,279,997,0.5
2710,233,997,0.5
2711,162,997,0.5
2712,48,997,0.5
2713,165,997,0.5
2714,23,998,0.5
2715,162,998,0.5
2716,11,998,0.5
2717,120,998,0.5
2718,51,998,0.5
2719,212,998,0.5
2720,59,998,0.5
2721,12,998,0.5
2722,67,998,0.5
2723,233,998,0.5
2724,48,998,0.5
2725,65,998,0.5
2726,164,998,0.5
2727,6,998,0.5
2728,81,998,0.5
2729,166,998,0.5
2730,125,998,0.5
2731,80,998,0.5
2732,20,998,0.5
2733,42,998,0.5
2734,66,998,0.5
2735,32,998,0.5
2736,12,999,0.5
2737,183,999,0.5
2738,11,999,0.5
2739,59,999,0.5
2740,51,999,0.5
2741,23,999,0.5
2742,92,999,0.5
2743,81,999,0.5
2744,125,999,0.5
2745,48,999,0.5
2746,12,1000,0.5
2747,59,1000,0.5
2748,11,1000,0.5
2749,164,1000,0.5
2750,125,1000,0.5
2751,66,1000,0.5
2752,162,1000,0.5
2753,81,1000,0.5
2754,51,1000,0.5
2755,80,1000,0.5
2756,23,1000,0.5
2757,34,1000,0.5
2758,10,1000,0.5
2759,48,1000,0.5
2760,37,1000,0.5
2761,183,1000,0.5
2762,12,1001,0.5
2763,11,1001,0.5
2764,80,1001,0.5
2765,66,1001,0.5
2766,58,1001,0.5
2767,59,1001,0.5
2768,67,1001,0.5
2769,23,1001,0.5
2770,34,1001,0.5
2771,125,1001,0.5
2772,2,1001,0.5
2773,120,1001,0.5
2774,162,1001,0.5
2775,166,1001,0.5
2776,168,1001,0.5
2777,92,1001,0.5
2778,20,1001,0.5
2779,150,1001,0.5
2780,249,1001,0.5
2781,51,1001,0.5
2782,63,1001,0.5
2783,88,1001,0.5
2784,86,1001,0.5
2785,164,1001,0.5
2786,32,1001,0.5
2787,48,1001,0.5
2788,81,1001,0.5
2789,73,1001,0.5
2790,12,1002,0.5
2791,66,1002,0.5
2792,162,1002,0.5
2793,9,1002,0.5
2794,59,1002,0.5
2795,11,1002,0.5
2796,51,1002,0.5
2797,125,1002,0.5
2798,58,1002,0.5
2799,164,1002,0.5
2800,168,1002,0.5
2801,92,1002,0.5
2802,6,1002,0.5
2803,280,1002,0.5
2804,42,1002,0.5
2805,1,1002,0.5
2806,166,1002,0.5
2807,81,1002,0.5
2808,67,1002,0.5
2809,216,1002,0.5
2810,120,1002,0.5
2811,80,1002,0.5
2812,65,1002,0.5
2813,10,1002,0.5
2814,12,1003,0.5
2815,92,1003,0.5
2816,164,1003,0.5
2817,23,1003,0.5
2818,162,1003,0.5
2819,11,1003,0.5
2820,125,1003,0.5
2821,59,1003,0.5
2822,32,1003,0.5
2823,66,1003,0.5
2824,15,1003,0.5
2825,12,1004,0.5
2826,89,1004,0.5
2827,92,1004,0.5
2828,11,1004,0.5
2829,51,1004,0.5
2830,52,1004,0.5
2831,164,1004,0.5
2832,125,1004,0.5
2833,73,1004,0.5
2834,20,1004,0.5
2835,80,1004,0.5
2836,91,1004,0.5
2837,59,1004,0.5
2838,23,1004,0.5
2839,120,1004,0.5
2840,95,1004,0.5
2841,93,1004,0.5
2842,1,1004,0.5
2843,88,1004,0.5
2844,121,1004,0.5
2845,6,1004,0.5
2846,12,1005,0.5
2847,11,1005,0.5
2848,23,1005,0.5
2849,162,1005,0.5
2850,261,1005,0.5
2851,164,1005,0.5
2852,92,1005,0.5
2853,67,1005,0.5
2854,173,1005,0.5
2855,125,1005,0.5
2856,89,1005,0.5
2857,91,1005,0.5
2858,1,1005,0.5
2859,93,1005,0.5
2860,59,1005,0.5
2861,32,1005,0.5
2862,51,1005,0.5
2863,6,1005,0.5
2864,51,1006,0.5
2865,231,1006,0.5
2866,59,1006,0.5
2867,89,1006,0.5
2868,11,1006,0.5
2869,164,1006,0.5
2870,168,1006,0.5
2871,23,1006,0.5
2872,162,1006,0.5
2873,15,1006,0.5
2874,110,1006,0.5
2875,81,1006,0.5
2876,12,1006,0.5
2877,32,1006,0.5
2878,11,1007,0.5
2879,12,1007,0.5
2880,162,1007,0.5
2881,164,1007,0.5
2882,23,1007,0.5
2883,125,1007,0.5
2884,6,1007,0.5
2885,120,1007,0.5
2886,119,1007,0.5
2887,59,1007,0.5
2888,81,1007,0.5
2889,51,1007,0.5
2890,32,1007,0.5
2891,12,1008,0.5
2892,162,1008,0.5
2893,11,1008,0.5
2894,51,1008,0.5
2895,59,1008,0.5
2896,119,1008,0.5
2897,164,1008,0.5
2898,92,1008,0.5
2899,23,1008,0.5
2900,173,1008,0.5
2901,81,1008,0.5
2902,32,1008,0.5
2903,125,1008,0.5
2904,12,1009,0.5
2905,59,1009,0.5
2906,125,1009,0.5
2907,51,1009,0.5
2908,20,1009,0.5
2909,162,1009,0.5
2910,88,1009,0.5
2911,91,1009,0.5
2912,81,1009,0.5
2913,164,1009,0.5
2914,173,1009,0.5
2915,11,1009,0.5
2916,73,1009,0.5
2917,86,1009,0.5
2918,23,1009,0.5
2919,6,1009,0.5
2920,261,1009,0.5
2921,12,1010,0.5
2922,51,1010,0.5
2923,125,1010,0.5
2924,11,1010,0.5
2925,73,1010,0.5
2926,59,1010,0.5
2927,164,1010,0.5
2928,89,1010,0.5
2929,15,1010,0.5
2930,119,1010,0.5
2931,218,1010,0.5
2932,215,1010,0.5
2933,91,1010,0.5
2934,81,1010,0.5
2935,32,1010,0.5
2936,23,1010,0.5
2937,12,1011,0.5
2938,92,1011,0.5
2939,11,1011,0.5
2940,164,1011,0.5
2941,32,1011,0.5
2942,15,1011,0.5
2943,119,1011,0.5
2944,162,1011,0.5
2945,125,1011,0.5
2946,23,1011,0.5
2947,51,1011,0.5
2948,20,1011,0.5
2949,81,1011,0.5
2950,120,1011,0.5
2951,6,1011,0.5
2952,59,1011,0.5
2953,73,1011,0.5
2954,67,1011,0.5
2955,168,1011,0.5
2956,11,1012,0.5
2957,12,1012,0.5
2958,92,1012,0.5
2959,102,1012,0.5
2960,164,1012,0.5
2961,59,1012,0.5
2962,218,1012,0.5
2963,125,1012,0.5
2964,51,1012,0.5
2965,88,1012,0.5
2966,104,1012,0.5
2967,139,1012,0.5
2968,35,1012,0.5
2969,119,1012,0.5
2970,107,1012,0.5
2971,81,1012,0.5
2972,32,1012,0.5
2973,23,1012,0.5
2974,80,1012,0.5
2975,48,1012,0.5
2976,111,1012,0.5
2977,12,1013,0.5
2978,88,1013,0.5
2979,15,1013,0.5
2980,162,1013,0.5
2981,124,1013,0.5
2982,125,1013,0.5
2983,121,1013,0.5
2984,102,1013,0.5
2985,104,1013,0.5
2986,59,1013,0.5
2987,218,1013,0.5
2988,119,1013,0.5
2989,164,1013,0.5
2990,103,1013,0.5
2991,81,1013,0.5
2992,172,1013,0.5
2993,73,1013,0.5
2994,6,1013,0.5
2995,166,1013,0.5
2996,11,1013,0.5
2997,51,1013,0.5
2998,20,1013,0.5
2999,146,1013,0.5
3000,93,1013,0.5
3001,95,1013,0.5
3002,111,1013,0.5
3003,1,1013,0.5
3004,32,1013,0.5
3005,48,1013,0.5
3006,12,1014,0.5
3007,162,1014,0.5
3008,11,1014,0.5
3009,88,1014,0.5
3010,125,1014,0.5
3011,104,1014,0.5
3012,92,1014,0.5
3013,59,1014,0.5
3014,6,1014,0.5
3015,107,1014,0.5
3016,23,1014,0.5
3017,119,1014,0.5
3018,73,1014,0.5
3019,81,1014,0.5
3020,164,1014,0.5
3021,48,1014,0.5
3022,111,1014,0.5
3023,80,1014,0.5
3024,32,1014,0.5
3025,162,1015,0.5
3026,80,1015,0.5
3027,66,1015,0.5
3028,35,1015,0.5
3029,104,1015,0.5
3030,118,1015,0.5
3031,59,1015,0.5
3032,51,1015,0.5
3033,20,1015,0.5
3034,11,1015,0.5
3035,12,1015,0.5
3036,92,1015,0.5
3037,23,1015,0.5
3038,164,1015,0.5
3039,172,1015,0.5
3040,73,1015,0.5
3041,107,1015,0.5
3042,139,1015,0.5
3043,146,1015,0.5
3044,6,1015,0.5
3045,102,1015,0.5
3046,128,1015,0.5
3047,32,1015,0.5
3048,168,1015,0.5
3049,12,1016,0.5
3050,11,1016,0.5
3051,162,1016,0.5
3052,92,1016,0.5
3053,108,1016,0.5
3054,51,1016,0.5
3055,104,1016,0.5
3056,164,1016,0.5
3057,118,1016,0.5
3058,23,1016,0.5
3059,63,1016,0.5
3060,125,1016,0.5
3061,119,1016,0.5
3062,6,1016,0.5
3063,59,1016,0.5
3064,81,1016,0.5
3065,32,1016,0.5
3066,128,1016,0.5
3067,107,1016,0.5
3068,66,1016,0.5
3069,12,1017,0.5
3070,224,1017,0.5
3071,107,1017,0.5
3072,88,1017,0.5
3073,66,1017,0.5
3074,125,1017,0.5
3075,11,1017,0.5
