id,user_id,nomination_id,points
809,12,283,1
810,12,299,1
811,37,306,1
812,94,346,1
813,12,400,1
814,12,397,1
815,12,418,1
816,81,437,1
817,23,470,1
818,146,499,1
819,36,508,1
820,120,539,1
821,164,570,1
822,164,581,1
823,36,602,1
824,32,676,1
825,32,680,1
826,32,648,1
827,278,704,1
828,232,737,1
829,6,765,1
830,6,781,1
831,67,823,1
832,66,862,1
833,66,873,1
834,66,863,1
835,277,939,1
836,162,977,1
837,162,957,1
838,162,955,1
839,33,190,0
840,196,203,0
841,94,233,0
842,94,227,0
843,11,268,1
844,11,254,1
845,11,246,1
846,20,290,1
847,20,299,1
848,81,306,1
849,81,335,1
850,28,346,1
851,20,400,1
852,20,397,1
853,59,440,1
854,59,446,1
855,59,437,1
856,36,454,1
857,102,496,1
858,102,478,1
859,102,499,1
860,81,524,1
861,81,517,1
862,48,539,1
863,48,552,1
864,58,581,1
865,120,637,1
866,120,607,1
867,59,676,1
868,59,680,1
869,59,648,1
870,179,704,1
871,179,710,1
872,243,753,1
873,162,765,1
874,162,772,1
875,162,781,1
876,124,823,1
877,32,862,1
878,32,873,1
879,32,863,1
880,159,910,1
881,268,957,1
882,207,190,0
883,57,203,0
884,57,202,0
885,37,226,0
886,2,268,1
887,15,283,1
888,15,299,1
889,181,343,1
890,181,346,1
891,11,400,1
892,11,397,1
893,11,418,1
894,120,440,1
895,32,454,1
896,32,449,1
897,32,470,1
898,12,496,1
899,12,478,1
900,12,499,1
901,23,517,1
902,32,539,1
903,32,552,1
904,32,544,1
905,124,587,1
906,48,637,1
907,50,680,1
908,133,704,1
909,266,737,1
910,94,765,1
911,94,781,1
912,165,841,1
913,165,838,1
914,86,863,1
915,12,910,1
916,12,939,1
917,12,926,1
918,119,977,1
919,119,957,1
920,181,190,0
921,10,203,0
922,36,226,0
923,162,268,1
924,162,254,1
925,162,246,1
926,11,290,1
927,11,299,1
928,23,306,1
929,81,346,1
930,2,400,1
931,2,397,1
932,32,440,1
933,32,437,1
934,59,454,1
935,59,449,1
936,59,470,1
937,20,496,1
938,20,499,1
939,181,517,1
940,50,539,1
941,50,544,1
942,51,587,1
943,59,602,1
944,59,637,1
945,59,607,1
946,54,676,1
947,138,704,1
948,138,710,1
949,123,737,1
950,123,753,1
951,23,765,1
952,23,781,1
953,73,838,1
954,54,863,1
955,20,910,1
956,20,926,1
957,92,977,1
958,92,957,1
959,5,190,0
960,199,203,0
961,181,233,0
962,181,226,0
963,6,268,1
964,6,246,1
965,2,290,1
966,2,283,1
967,2,299,1
968,59,306,1
969,59,343,1
970,59,335,1
971,23,346,1
972,23,381,1
973,23,359,1
974,15,400,1
975,15,418,1
976,48,440,1
977,120,454,1
978,11,496,1
979,11,478,1
980,11,499,1
981,120,524,1
982,59,539,1
983,59,552,1
984,59,544,1
985,73,587,1
986,73,581,1
987,32,602,1
988,32,637,1
989,32,607,1
990,86,680,1
991,188,704,1
992,202,737,1
993,202,753,1
994,37,765,1
995,37,781,1
996,58,823,1
997,164,862,1
998,164,863,1
999,11,910,1
1000,11,939,1
1001,11,926,1
1002,11,955,1
1003,256,203,0
1004,81,233,0
1005,27,268,1
1006,27,254,1
1007,6,290,1
1008,6,299,1
1009,120,335,1
1010,36,346,1
1011,36,381,1
1012,6,400,1
1013,6,397,1
1014,6,418,1
1015,86,440,1
1016,86,446,1
1017,48,470,1
1018,15,496,1
1019,48,524,1
1020,86,552,1
1021,67,587,1
1022,54,602,1
1023,67,680,1
1024,194,704,1
1025,222,737,1
1026,222,753,1
1027,48,765,1
1028,48,781,1
1029,125,823,1
1030,124,863,1
1031,15,910,1
1032,15,939,1
1033,32,977,1
1034,32,955,1
1035,26,203,0
1036,26,202,0
1037,23,233,0
1038,34,246,1
1039,27,290,1
1040,27,283,1
1041,48,306,1
1042,48,343,1
1043,48,335,1
1044,37,346,1
1045,37,381,1
1046,162,400,1
1047,162,397,1
1048,162,418,1
1049,50,437,1
1050,86,470,1
1051,6,478,1
1052,6,499,1
1053,59,508,1
1054,59,524,1
1055,59,517,1
1056,54,539,1
1057,165,570,1
1058,165,587,1
1059,165,581,1
1060,86,637,1
1061,164,676,1
1062,164,680,1
1063,258,704,1
1064,226,737,1
1065,226,753,1
1066,120,765,1
1067,120,781,1
1068,63,823,1
1069,63,838,1
1070,73,863,1
1071,162,910,1
1072,162,926,1
1073,175,957,1
1074,94,203,0
1075,48,233,0
1076,48,227,0
1077,48,226,0
1078,94,254,1
1079,162,290,1
1080,162,283,1
1081,162,299,1
1082,32,306,1
1083,32,343,1
1084,32,335,1
1085,59,346,1
1086,59,381,1
1087,59,359,1
1088,27,418,1
1089,54,437,1
1090,54,454,1
1091,162,496,1
1092,162,478,1
1093,162,499,1
1094,86,524,1
1095,86,517,1
1096,66,539,1
1097,66,552,1
1098,66,544,1
1099,125,587,1
1100,50,602,1
1101,124,676,1
1102,126,704,1
1103,126,710,1
1104,126,689,1
1105,210,753,1
1106,59,765,1
1107,59,772,1
1108,59,781,1
1109,85,823,1
1110,67,873,1
1111,6,910,1
1112,219,957,1
1113,212,202,0
1114,40,233,0
1115,10,268,1
1116,94,290,1
1117,212,343,1
1118,48,346,1
1119,48,381,1
1120,48,359,1
1121,34,400,1
1122,34,397,1
1123,34,418,1
1124,164,440,1
1125,164,446,1
1126,164,437,1
1127,50,470,1
1128,27,478,1
1129,32,508,1
1130,32,524,1
1131,32,517,1
1132,67,539,1
1133,63,587,1
1134,66,637,1
1135,66,607,1
1136,66,676,1
1137,66,680,1
1138,66,648,1
1139,143,710,1
1140,262,737,1
1141,32,765,1
1142,32,772,1
1143,32,781,1
1144,95,823,1
1145,165,862,1
1146,94,910,1
1147,94,939,1
1148,205,957,1
1149,207,202,0
1150,32,227,0
1151,32,226,0
1152,28,268,1
1153,28,290,1
1154,86,343,1
1155,32,346,1
1156,32,381,1
1157,28,397,1
1158,51,440,1
1159,80,470,1
1160,34,478,1
1161,54,517,1
1162,58,539,1
1163,169,587,1
1164,164,602,1
1165,164,637,1
1166,164,607,1
1167,51,676,1
1168,259,704,1
1169,12,737,1
1170,12,753,1
1171,12,763,1
1172,86,765,1
1173,86,781,1
1174,167,823,1
1175,58,862,1
1176,37,910,1
1177,88,955,1
1178,48,203,0
1179,48,202,0
1180,120,227,0
1181,37,268,1
1182,34,290,1
1183,34,283,1
1184,34,299,1
1185,54,343,1
1186,120,346,1
1187,10,397,1
1188,66,440,1
1189,66,446,1
1190,66,437,1
1191,66,454,1
1192,94,496,1
1193,50,517,1
1194,51,552,1
1195,95,581,1
1196,58,602,1
1197,73,676,1
1198,73,680,1
1199,134,710,1
1200,20,737,1
1201,20,753,1
1202,54,765,1
1203,92,823,1
1204,92,838,1
1205,125,863,1
1206,59,910,1
1207,59,939,1
1208,59,926,1
1209,102,957,1
1210,107,203,0
1211,245,226,0
1212,181,268,1
1213,10,290,1
1214,50,343,1
1215,212,346,1
1216,94,400,1
1217,94,418,1
1218,124,440,1
1219,124,437,1
1220,73,454,1
1221,10,499,1
1222,66,524,1
1223,66,517,1
1224,73,539,1
1225,73,552,1
1226,85,581,1
1227,67,602,1
1228,58,676,1
1229,12,704,1
1230,12,710,1
1231,12,689,1
1232,11,753,1
1233,50,765,1
1234,166,823,1
1235,63,863,1
1236,120,910,1
1237,120,926,1
1238,65,957,1
1239,32,203,0
1240,47,233,0
1241,81,268,1
1242,36,290,1
1243,124,335,1
1244,54,346,1
1245,181,400,1
1246,181,397,1
1247,80,440,1
1248,80,437,1
1249,67,454,1
1250,81,496,1
1251,81,478,1
1252,81,499,1
1253,51,524,1
1254,124,552,1
1255,105,587,1
1256,105,581,1
1257,124,637,1
1258,124,607,1
1259,165,680,1
1260,20,704,1
1261,20,710,1
1262,15,763,1
1263,66,765,1
1264,66,772,1
1265,66,781,1
1266,105,823,1
1267,85,862,1
1268,85,873,1
1269,66,910,1
1270,66,939,1
1271,66,926,1
1272,267,957,1
1273,267,955,1
1274,5,202,0
1275,212,226,0
1276,36,268,1
1277,36,254,1
1278,23,290,1
1279,67,306,1
1280,50,346,1
1281,50,359,1
1282,37,400,1
1283,37,397,1
1284,67,437,1
1285,51,449,1
1286,36,496,1
1287,67,517,1
1288,164,539,1
1289,92,570,1
1290,92,587,1
1291,92,581,1
1292,51,637,1
1293,125,680,1
1294,125,648,1
1295,11,704,1
1296,11,710,1
1297,6,737,1
1298,6,753,1
1299,6,763,1
1300,164,765,1
1301,164,781,1
1302,168,823,1
1303,95,863,1
1304,32,910,1
1305,32,939,1
1306,32,926,1
1307,158,957,1
1308,47,203,0
1309,59,233,0
1310,23,268,1
1311,37,290,1
1312,124,306,1
1313,124,343,1
1314,86,346,1
1315,86,359,1
1316,23,400,1
1317,23,397,1
1318,23,418,1
1319,73,440,1
1320,73,437,1
1321,124,470,1
1322,37,496,1
1323,124,524,1
1324,165,539,1
1325,165,552,1
1326,165,544,1
1327,89,581,1
1328,73,602,1
1329,73,637,1
1330,63,676,1
1331,15,704,1
1332,162,737,1
1333,162,753,1
1334,67,765,1
1335,173,823,1
1336,167,862,1
1337,167,863,1
1338,54,910,1
1339,132,957,1
1340,132,955,1
1341,57,233,0
1342,59,268,1
1343,59,254,1
1344,59,246,1
1345,181,290,1
1346,181,299,1
1347,165,306,1
1348,165,343,1
1349,165,335,1
1350,80,346,1
1351,36,397,1
1352,36,418,1
1353,165,440,1
1354,165,446,1
1355,165,437,1
1356,58,454,1
1357,58,470,1
1358,181,496,1
1359,165,508,1
1360,165,517,1
1361,125,539,1
1362,125,552,1
1363,166,587,1
1364,165,637,1
1365,165,607,1
1366,169,680,1
1367,6,704,1
1368,6,710,1
1369,6,689,1
1370,94,737,1
1371,94,753,1
1372,124,765,1
1373,124,781,1
1374,88,823,1
1375,88,863,1
1376,86,910,1
1377,3,957,1
1378,32,268,1
1379,32,254,1
1380,32,246,1
1381,81,290,1
1382,81,299,1
1383,66,343,1
1384,124,346,1
1385,124,381,1
1386,81,400,1
1387,81,397,1
1388,58,440,1
1389,58,446,1
1390,58,437,1
1391,164,449,1
1392,23,496,1
1393,23,499,1
1394,73,517,1
1395,63,539,1
1396,167,581,1
1397,125,602,1
1398,125,637,1
1399,125,607,1
1400,85,680,1
1401,162,704,1
1402,162,710,1
1403,23,737,1
1404,23,753,1
1405,23,763,1
1406,51,765,1
1407,3,823,1
1408,92,862,1
1409,92,873,1
1410,92,863,1
1411,73,910,1
1412,73,939,1
1413,73,926,1
1414,174,977,1
1415,174,957,1
1416,174,955,1
1417,57,268,1
1418,59,290,1
1419,59,283,1
1420,59,299,1
1421,164,306,1
1422,164,343,1
1423,51,346,1
1424,59,400,1
1425,59,397,1
1426,59,418,1
1427,63,440,1
1428,63,437,1
1429,165,454,1
1430,165,449,1
1431,48,496,1
1432,48,478,1
1433,48,499,1
1434,164,524,1
1435,169,539,1
1436,169,552,1
1437,169,544,1
1438,88,570,1
1439,88,581,1
1440,63,602,1
1441,105,676,1
1442,94,704,1
1443,94,710,1
1444,37,737,1
1445,165,765,1
1446,165,772,1
1447,165,781,1
1448,93,841,1
1449,105,862,1
1450,105,863,1
1451,164,910,1
1452,164,926,1
1453,118,957,1
1454,212,254,1
1455,120,290,1
1456,120,283,1
1457,120,299,1
1458,80,343,1
1459,164,346,1
1460,164,381,1
1461,164,359,1
1462,48,400,1
1463,48,397,1
1464,125,440,1
1465,125,470,1
1466,120,496,1
1467,120,499,1
1468,58,517,1
1469,105,539,1
1470,105,552,1
1471,105,544,1
1472,93,581,1
1473,169,602,1
1474,169,637,1
1475,95,680,1
1476,23,704,1
1477,48,737,1
1478,48,753,1
1479,48,763,1
1480,73,765,1
1481,172,823,1
1482,93,863,1
1483,124,910,1
1484,124,926,1
1485,104,957,1
1486,48,268,1
1487,48,254,1
1488,48,246,1
1489,57,290,1
1490,57,283,1
1491,57,299,1
1492,51,306,1
1493,58,346,1
1494,58,381,1
1495,58,359,1
1496,32,400,1
1497,32,397,1
1498,32,418,1
1499,62,440,1
1500,63,470,1
1501,59,496,1
1502,59,478,1
1503,59,499,1
1504,125,524,1
1505,85,539,1
1506,85,552,1
1507,173,587,1
1508,85,602,1
1509,85,637,1
1510,85,607,1
1511,93,680,1
1512,37,704,1
1513,37,710,1
1514,120,737,1
1515,58,765,1
1516,122,823,1
1517,168,863,1
1518,67,910,1
1519,121,957,1
1520,120,268,1
1521,32,290,1
1522,32,283,1
1523,32,299,1
1524,73,343,1
1525,66,346,1
1526,120,400,1
1527,120,397,1
1528,163,440,1
1529,62,470,1
1530,32,496,1
1531,32,478,1
1532,32,499,1
1533,63,524,1
1534,63,517,1
1535,95,539,1
1536,95,552,1
1537,168,581,1
1538,105,602,1
1539,105,637,1
1540,167,676,1
1541,120,704,1
1542,120,710,1
1543,32,737,1
1544,32,753,1
1545,32,763,1
1546,125,765,1
1547,125,781,1
1548,178,823,1
1549,3,863,1
1550,165,939,1
1551,269,977,1
1552,245,254,1
1553,48,290,1
1554,48,283,1
1555,48,299,1
1556,58,306,1
1557,58,335,1
1558,73,346,1
1559,212,400,1
1560,169,440,1
1561,169,437,1
1562,163,470,1
1563,86,499,1
1564,62,524,1
1565,168,539,1
1566,168,552,1
1567,3,581,1
1568,95,602,1
1569,88,648,1
1570,48,704,1
1571,48,710,1
1572,48,689,1
1573,59,737,1
1574,59,753,1
1575,59,763,1
1576,63,765,1
1577,121,823,1
1578,172,863,1
1579,58,926,1
1580,85,977,1
1581,43,268,1
1582,43,254,1
1583,212,283,1
1584,212,299,1
1585,107,343,1
1586,165,346,1
1587,165,381,1
1588,50,400,1
1589,50,397,1
1590,50,418,1
1591,85,440,1
1592,85,437,1
1593,50,496,1
1594,50,478,1
1595,50,499,1
1596,169,524,1
1597,89,539,1
1598,89,544,1
1599,172,587,1
1600,166,602,1
1601,166,637,1
1602,92,676,1
1603,92,680,1
1604,86,704,1
1605,86,710,1
1606,86,737,1
1607,86,753,1
1608,169,765,1
1609,110,823,1
1610,178,863,1
1611,63,910,1
1612,63,926,1
1613,73,955,1
1614,86,268,1
1615,86,254,1
1616,245,299,1
1617,74,306,1
1618,74,343,1
1619,74,335,1
1620,67,346,1
1621,54,397,1
1622,95,446,1
1623,95,470,1
1624,54,478,1
1625,95,524,1
1626,167,539,1
1627,167,544,1
1628,110,570,1
1629,110,587,1
1630,110,581,1
1631,167,602,1
1632,167,637,1
1633,3,676,1
1634,59,704,1
1635,59,710,1
1636,59,689,1
1637,54,753,1
1638,85,765,1
1639,85,781,1
1640,100,823,1
1641,121,873,1
1642,121,863,1
1643,125,910,1
1644,125,939,1
1645,125,926,1
1646,105,977,1
1647,56,268,1
1648,54,290,1
1649,54,283,1
1650,54,299,1
1651,228,306,1
1652,68,346,1
1653,68,359,1
1654,86,400,1
1655,86,397,1
1656,86,418,1
1657,92,440,1
1658,92,437,1
1659,85,470,1
1660,124,499,1
