id,screenscraper_id,img,year,system,developer,genre,time_to_beat,title_usa,title_eu,title_jap,title_world,title_other
630,59794,https://screenscraper.fr/image.php?gameid=59794&media=ss&maxwidth=640&maxheight=480&region=wor,1989,TG-16/PCE,Atlus,ARPG,4,,,,Dungeon Explorer,
631,442,https://screenscraper.fr/image.php?gameid=442&media=ss&maxwidth=640&maxheight=480&region=wor,1991,PCE-CD/TG-CD,Telenet,ARPG,4,,,,Exile,
632,14466,https://screenscraper.fr/image.php?gameid=14466&media=ss&maxwidth=640&maxheight=480&region=wor,1993,"TG-CD/PCE-CD, PSP",Konami,Action-Platformer,4,,,Akumajou Dracula X: Chi no Rondo,,Castlevania: Rondo of Blood
633,22452,https://screenscraper.fr/image.php?gameid=22452&media=ss&maxwidth=640&maxheight=480&region=us,2002,"PSP, PS2",Acquire,Action-Adventure,4,Way of the Samurai,,Samurai Kanzenban,,
634,19289,https://screenscraper.fr/image.php?gameid=19289&media=ss&maxwidth=640&maxheight=480&region=wor,1997,PS1,Game Arts,RPG,4,,,,Grandia,
635,63,https://screenscraper.fr/image.php?gameid=63&media=ss&maxwidth=640&maxheight=480&region=wor,1992,Genesis/MD,Electronic Arts,Shoot 'em Up,5,Desert Strike: Return to the Gulf,,Desert Strike: Wangan Sakusen,,
636,19259,https://screenscraper.fr/image.php?gameid=19259&media=ss&maxwidth=640&maxheight=480&region=wor,1998,"PS1, PS4",Capcom,Survival Horror,6,Resident Evil 2,,Biohazard 2,,
637,82887,https://screenscraper.fr/image.php?gameid=82887&media=ss&maxwidth=640&maxheight=480&region=wor,2001,GBC,Core Design,Action-Adventure,6,Tomb Raider: Curse of the Sword,,,,
638,346844,https://screenscraper.fr/image.php?gameid=346844&media=ss&maxwidth=640&maxheight=480&region=wor,2018,PC,Lunar Ray Studios,Metroidvania,6,Timespinner,,,,
639,192703,https://screenscraper.fr/image.php?gameid=192703&media=ss&maxwidth=640&maxheight=480&region=wor,1992,"PC, ",id Software,FPS,7,,,,Wolfenstein 3D,
640,187854,https://screenscraper.fr/image.php?gameid=187854&media=ss&maxwidth=640&maxheight=480&region=wor,1994,"DOS, PC",Raven Software,FPS,8,,,,Heretic,
641,9206,https://screenscraper.fr/image.php?gameid=9206&media=ss&maxwidth=640&maxheight=480&region=wor,2005,"PS2, Wii",Pandemic Studios,Action-Adventure,8,,,,Destroy All Humans!,
642,2316,https://screenscraper.fr/image.php?gameid=2316&media=ss&maxwidth=640&maxheight=480&region=wor,1992,SNES,Jaleco,RTS,,King Arthur's World,,Royal Conquest,,
643,102995,https://screenscraper.fr/image.php?gameid=102995&media=ss&maxwidth=640&maxheight=480&region=wor,1997,PS1,Artdink,ARPG,,Tail of the Sun,,"Taiyou no Shippo: Wild, Pure, Simple Life",,
644,13998,https://screenscraper.fr/image.php?gameid=13998&media=ss&maxwidth=640&maxheight=480&region=wor,1982,Atari 2600,James Andreasen,Adventure,0.5,Haunted House,,,,
645,1273,https://screenscraper.fr/image.php?gameid=1273&media=ss&maxwidth=640&maxheight=480&region=wor,1985,"Arcade, NES",Capcom,Action-Platformer,3,Ghosts 'n Goblins,,Makaimura,,
646,1046,https://screenscraper.fr/image.php?gameid=1046&media=ss&maxwidth=640&maxheight=480&region=wor,1991,Genesis/MD,Vic Tokai,Platformer,3,DEcapAttack,,,,
647,12720,https://screenscraper.fr/image.php?gameid=12720&media=ss&maxwidth=640&maxheight=480&region=wor,1992,"Sega CD, Switch",Digital Pictures,Interactive Movie,1,Night Trap,,,,
648,13083,https://screenscraper.fr/image.php?gameid=13083&media=ss&maxwidth=640&maxheight=480&region=wor,1993,Yes,id Software,FPS,5,,,,Doom,
649,1448,https://screenscraper.fr/image.php?gameid=1448&media=ss&maxwidth=640&maxheight=480&region=wor,1993,SNES,Probe Software,Run 'n Gun,4,,,,Alien 3,
650,2520,https://screenscraper.fr/image.php?gameid=2520&media=ss&maxwidth=640&maxheight=480&region=wor,1993,SFC,Bandai,Run 'n Gun,,,,Gegege no Kitarou: Fukkatsu! Tenma Daiou,,
651,156400,https://screenscraper.fr/image.php?gameid=156400&media=ss&maxwidth=640&maxheight=480&region=wor,1993,"DOS, Sega CD",ICOM,Adventure,6,Dracula Unleashed,,,,
652,19629,https://screenscraper.fr/image.php?gameid=198613&media=ss&num=&version=&maxwidth=640&maxheight=480&region=us,1994,PS1,FromSoftware,ARPG,9,,,King's Field,,
653,14375,https://screenscraper.fr/image.php?gameid=14375&media=ss&maxwidth=640&maxheight=480&region=wor,1994,3DO,Riverhillsoft,Survival Horror,2,,,Doctor Hauzer,,
654,4730,https://screenscraper.fr/image.php?gameid=4730&media=ss&maxwidth=640&maxheight=480&region=wor,1995,Virtual Boy,Atlus,Action,2,Jack Bros.,,Jack Bros. no Meiro de Hiihoo!,,
655,5473,https://screenscraper.fr/image.php?gameid=5473&media=ss&maxwidth=640&maxheight=480&region=wor,1996,"DOS, PS1, N64",id Software,FPS,6,,,,Quake,
656,13076,https://screenscraper.fr/image.php?gameid=13076&media=ss&maxwidth=640&maxheight=480&region=wor,1996,"DOS, PC, N64",3D Realms,FPS,9,,,,Duke Nukem 3D,
657,1013,https://screenscraper.fr/image.php?gameid=1013&media=ss&maxwidth=640&maxheight=480&region=wor,1996,"Genesis/MD, SNES",Realtime Associates,Action-Adventure,3,Aaahh!! Real Monsters,,,,
658,19264,https://screenscraper.fr/image.php?gameid=19264&media=ss&maxwidth=640&maxheight=480&region=wor,1997,"PS1, PC",Oddworld Inhabitants,Cinematic Platformer,13,Oddworld: Abe's Oddysee,,Abe a GoGo,,
659,154258,https://screenscraper.fr/image.php?gameid=154258&media=ss&maxwidth=640&maxheight=480&region=wor,1998,SCUMMVM,LucasArts,Point and Click,11,,,,Grim Fandango,
660,13091,https://screenscraper.fr/image.php?gameid=13091&media=ss&maxwidth=640&maxheight=480&region=wor,1998,Saturn,Sega,Survival Horror,9,,,,Deep Fear,
661,23201,https://screenscraper.fr/image.php?gameid=23201&media=ss&maxwidth=640&maxheight=480&region=wor,1998,"Saturn, PS1, PS2",Sting Entertainment,Roguelike,13,,,Baroque: Yuganda Mousou,,
662,19283,https://screenscraper.fr/image.php?gameid=19283&media=ss&maxwidth=640&maxheight=480&region=wor,1999,PS1,Squaresoft,ARPG/Survival Horror,12,,,,Parasite Eve II,
663,19257,https://screenscraper.fr/image.php?gameid=19257&media=ss&maxwidth=640&maxheight=480&region=wor,1999,PS1,Sacnoth,RPG,12,,,,Koudelka,
664,19278,https://screenscraper.fr/image.php?gameid=19278&media=ss&maxwidth=640&maxheight=480&region=wor,2000,PS1,Squaresoft,ARPG,24,,,,Vagrant Story,
665,13580,https://screenscraper.fr/image.php?gameid=13580&media=ss&maxwidth=640&maxheight=480&region=wor,2000,Dreamcast,Jaleco,Survival Horror,9,,,,Carrier,
666,22210,https://screenscraper.fr/image.php?gameid=22210&media=ss&maxwidth=640&maxheight=480&region=wor,2001,"PS2, PC",Konami,Survival Horror,8,,,,Silent Hill 2,
667,22060,https://screenscraper.fr/image.php?gameid=22060&media=ss&maxwidth=640&maxheight=480&region=wor,2003,"PS2, Xbox, PC",Rockstar North,Stealth,11,Manhunt,,,,
668,28214,https://screenscraper.fr/image.php?gameid=28214&media=ss&maxwidth=640&maxheight=480&region=wor,2007,"PSP, Vita",Vicious Cycle,Action-Adventure,8,Dead Head Fred,,,,
669,29575,https://screenscraper.fr/image.php?gameid=29575&media=ss&maxwidth=640&maxheight=480&region=wor,2010,"PSP, Vita",Spike Chunsoft,Visual Novel,25,,,Dangan-Ronpa: Kibou no Gakuen to Zetsubou no Koukousei,,Danganronpa: Trigger Happy Havoc
670,,https://cdn.discordapp.com/attachments/744921130011197521/1144300576524480643/9f84232771c8d43051e362d2766b41cb688c5f1a_hq.png,2012,PC,kouri,Horror,3,Ib,,,,
671,,https://cdn.discordapp.com/attachments/744921130011197521/1144299888381796352/TAK3HO.png,2019,"PC, RPGMaker",Ghosthunter,RPG,2,Grimm's Hollow,,,,
672,,https://cdn.discordapp.com/attachments/744921130011197521/1144300039049580615/oXEEqO.png,2021,"NES, DC",WoogWorx,Platformer,,Ghoul Grind,,,,
673,796,https://screenscraper.fr/image.php?gameid=796&media=ss&maxwidth=640&maxheight=480&region=wor,1986,Master System,Sega,Run 'n Gun,0.5,The Ninja,,Ninja,,
674,38036,https://screenscraper.fr/image.php?gameid=38036&media=ss&maxwidth=640&maxheight=480&region=wor,1990,Atari 7800,BlueSky Software,"Sports, Beat 'em Up",1,,,,Ninja Golf,
675,106968,https://screenscraper.fr/image.php?gameid=106968&media=ss&maxwidth=640&maxheight=480&region=wor,1995,PCE-CD,Hudson Soft,Shoot 'em Up,1,,,Ginga Fukei Densetsu Sapphire,,
676,13116,https://screenscraper.fr/image.php?gameid=13116&media=ss&maxwidth=640&maxheight=480&region=wor,1995,Saturn,Sega,Platformer,1,Astal,,Kisuishou Densetsu Astal,,
677,37233,https://screenscraper.fr/image.php?gameid=37233&media=ss&maxwidth=640&maxheight=480&region=wor,2001,GBC,WayForward Technologies,Action-Platformer,1,,,,Wendy: Every Witch Way,
678,6539,https://screenscraper.fr/image.php?gameid=6539&media=ss&maxwidth=640&maxheight=480&region=wor,2006,"GBA, DS",Orbital Media,Action-Adventure,10,Scurge: Hive,,,,
679,19366,https://screenscraper.fr/image.php?gameid=19366&media=ss&maxwidth=640&maxheight=480&region=wor,1994,"PS1, PC, Android",Adeline Software International,Action-Adventure,12,,,,Little Big Adventure,
680,1252,https://screenscraper.fr/image.php?gameid=1252&media=ss&maxwidth=640&maxheight=480&region=us,1987,"NES, PSP, GBA",Squaresoft,RPG,17,Final Fantasy,,,,
681,19830,https://screenscraper.fr/image.php?gameid=19830&media=ss&maxwidth=640&maxheight=480&region=wor,1995,PS1,Media.Vision,Run 'n Gun,2,,Rapid Reload,Gunner's Heaven,,
682,5461,https://screenscraper.fr/image.php?gameid=5461&media=ss&maxwidth=640&maxheight=480&region=wor,2000,N64,Treasure,Rail Shooter,2,Sin & Punishment,,Tsumi to Batsu: Hoshi no Keishousha,,
683,104923,https://screenscraper.fr/image.php?gameid=104923&media=ss&maxwidth=640&maxheight=480&region=us,2002,"PS1, PC",Ubisoft,Racing,2,Hooters Road Trip,,,,
684,14554,https://screenscraper.fr/image.php?gameid=14554&media=ss&maxwidth=640&maxheight=480&region=wor,1989,TG-16/PCE,Hudson Soft,Strategy,20,Military Madness,,Nectaris,,
685,19316,https://screenscraper.fr/image.php?gameid=19316&media=ss&maxwidth=640&maxheight=480&region=wor,1995,PS1,Konami,RPG,21,Suikoden,,Gensou Suikoden,,
686,4199,https://screenscraper.fr/image.php?gameid=4199&media=ss&maxwidth=640&maxheight=480&region=wor,2005,GBA,Codo Technologies,Strategy,21,Rebelstar: Tactical Command,,,,
687,69990,https://screenscraper.fr/image.php?gameid=69990&media=ss&maxwidth=640&maxheight=480&region=wor,1996,GB,Gamefreak,Monster RPG,27,Pokémon Red/Blue/Green,,Pocket Monsters Aka/Ao,,
688,3909,https://screenscraper.fr/image.php?gameid=3909&media=ss&maxwidth=640&maxheight=480&region=wor,2001,GBA,Quest Corporation,TRPG,28,Tactics Ogre: The Knight of Lodis,,Tactics Ogre Gaiden: The Knight of Lodis,,
689,21883,https://screenscraper.fr/image.php?gameid=21883&media=ss&maxwidth=640&maxheight=480&region=wor,2002,"PS2, PS4, Switch",Squaresoft,ARPG,29,,,,Kingdom Hearts,
690,1268,https://screenscraper.fr/image.php?gameid=1268&media=ss&maxwidth=640&maxheight=480&region=wor,1986,"NES, GBA",Konami,Action-Platformer,3,Castlevania,,Akumajou Dracula,,
691,2188,https://screenscraper.fr/image.php?gameid=2188&media=ss&maxwidth=640&maxheight=480&region=wor,1994,"SNES, GBA",Capcom,RPG,36,Breath of Fire II,,Breath of Fire II: Shimei no Ko,,
692,2516,https://screenscraper.fr/image.php?gameid=2516&media=ss&maxwidth=640&maxheight=480&region=wor,1993,SNES,Visual Concepts,Platformer,4,Claymates,,,,
693,19186,https://screenscraper.fr/image.php?gameid=19186&media=ss&maxwidth=640&maxheight=480&region=wor,1994,SFC,Almanic Corporation,Beat 'em Up,4,,,Shin Nekketsu Kouha: Kunio-tachi no Banka,,River City Girls Zero
694,13658,https://screenscraper.fr/image.php?gameid=13658&media=ss&maxwidth=640&maxheight=480&region=wor,2000,"Dreamcast, PC",X-Ray Interactive,Platformer,5,KAO the Kangaroo,,,,
695,21945,https://screenscraper.fr/image.php?gameid=21945&media=ss&maxwidth=640&maxheight=480&region=wor,2001,PS2,Team Ico,Action-Adventure,7,,,,ICO,
696,18650,https://screenscraper.fr/image.php?gameid=18650&media=ss&maxwidth=640&maxheight=480&region=us,1986,"NES, Switch",Chunsoft,RPG,9,Dragon Warrior,,Dragon Quest,,
697,18691,https://screenscraper.fr/image.php?gameid=18691&media=ss&maxwidth=640&maxheight=480&region=wor,1989,NES,Kemco,RPG,9,Ghost Lion,,White Lion Densetsu: Pyramid no Kanata ni,,
698,13489,https://screenscraper.fr/image.php?gameid=13489&media=ss&maxwidth=640&maxheight=480&region=wor,1998,"Dreamcast, GC",Sega,Platformer,9,Sonic Adventure,,,,
699,82001,https://screenscraper.fr/image.php?gameid=82001&media=ss&maxwidth=640&maxheight=480&region=wor,1999,GBC,Midway Games,Action,,,,,Billy Bob's Huntin' 'n' Fishin',
700,37022,https://screenscraper.fr/image.php?gameid=37022&media=ss&maxwidth=640&maxheight=480&region=wor,2000,GBC,Bit Studios,RTS,,Warlocked,,,,
701,28636,https://screenscraper.fr/image.php?gameid=28636&media=ss&maxwidth=640&maxheight=480&region=wor,1983,"Arcade, PC",Advance Microcomputer Systems,Interactive Film,1,,,,Dragon's Lair,
702,1245,https://screenscraper.fr/image.php?gameid=1245&media=ss&maxwidth=640&maxheight=480&region=wor,1985,"NES, SNES, GBC, GBA",Nintendo,Platformer,2,,,,Super Mario Bros.,
703,1555,https://screenscraper.fr/image.php?gameid=1555&media=ss&maxwidth=640&maxheight=480&region=wor,1987,"Arcade, NES, PCE",Taito,Action,2,Rainbow Islands,,Rainbow Islands: The Story of Bubble Bobble 2,,
704,33896,https://screenscraper.fr/image.php?gameid=33896&media=ss&maxwidth=640&maxheight=480&region=eu,1990,"Arcade, Amiga",Jaleco,Platformer,1,,Rod Land,,,
705,41,https://screenscraper.fr/image.php?gameid=41&media=ss&maxwidth=640&maxheight=480&region=wor,1990,Genesis,Sega,Beat 'em Up,1,,,,Michael Jackson's Moonwalker,
706,2973,https://screenscraper.fr/image.php?gameid=2973&media=ss&maxwidth=640&maxheight=480&region=wor,1992,GB,HAL Laboratories,Platformer,0.5,Kirby's Dream Land,,Hoshi no Kirby,,
707,3253,https://screenscraper.fr/image.php?gameid=3253&media=ss&maxwidth=640&maxheight=480&region=wor,1992,GB,Sunsoft,Platformer,1,,,,Trip World,
708,2312,https://screenscraper.fr/image.php?gameid=2312&media=ss&maxwidth=640&maxheight=480&region=wor,1992,SNES,Konami,Action-Adventure,4,The Legend of the Mystical Ninja,,Ganbare Goemon: Yuki Hime Kyuushutsu Emaki,,
709,1279,https://screenscraper.fr/image.php?gameid=1279&media=ss&maxwidth=640&maxheight=480&region=wor,1993,"NES, GBA",Nintendo,Platformer,4,Kirby's Adventure,,Hoshi no Kirby: Yume no Izumi no Monogatari,,
710,5537,https://screenscraper.fr/image.php?gameid=5537&media=ss&maxwidth=640&maxheight=480&region=wor,1994,"Arcade, N64",Midway,Racing,1,Cruis'n USA,,,,
711,2980,https://screenscraper.fr/image.php?gameid=2980&media=ss&maxwidth=640&maxheight=480&region=wor,1994,GB,Nintendo,Platformer,4,Wario Land: Super Mario Land 3,,Super Mario Land 3: Wario Land,,
712,19695,https://screenscraper.fr/image.php?gameid=19695&media=ss&maxwidth=640&maxheight=480&region=wor,1994,"PS1, Sega CD, Saturn",Game Arts,RPG,36,Lunar 2: Eternal Blue Complete,,Lunar 2: Eternal Blue,,
713,2164,https://screenscraper.fr/image.php?gameid=2164&media=ss&maxwidth=640&maxheight=480&region=wor,1995,SFC,Squaresoft,ARPG,21,Trials of Mana,,Seiken Densetsu 3,,
714,2191,https://screenscraper.fr/image.php?gameid=2191&media=ss&maxwidth=640&maxheight=480&region=wor,1995,"SNES, PS1",Capcom,Action-Platformer,5,Mega Man X3,,Rockman X3,,
715,19441,https://screenscraper.fr/image.php?gameid=19441&media=ss&maxwidth=640&maxheight=480&region=wor,1996,PS1,Reflections Interactive,Combat Racing,5,,,,Destruction Derby 2,
716,5401,https://screenscraper.fr/image.php?gameid=5401&media=ss&maxwidth=640&maxheight=480&region=wor,1996,N64,Nintendo,Racing,5,,,,Mario Kart 64,
717,5424,https://screenscraper.fr/image.php?gameid=5424&media=ss&maxwidth=640&maxheight=480&region=wor,1997,"N64, iQue Player",Nintendo,Platformer,2,Yoshi's Story,,Yoshi Story,,
718,19288,https://screenscraper.fr/image.php?gameid=19288&media=ss&maxwidth=640&maxheight=480&region=wor,1998,PS1,Insomniac,3D Platformer,6,,,,Spyro the Dragon,
719,5467,https://screenscraper.fr/image.php?gameid=5467&media=ss&maxwidth=640&maxheight=480&region=jp,1998,N64,Konami,Action-Adventure,11,Goemon's Great Adventure,Mystical Ninja Starring Goemon 2,Ganbare Goemon: Dero Dero Douchuu Obake Tenkomori,,
720,5568,https://screenscraper.fr/image.php?gameid=5568&media=ss&maxwidth=640&maxheight=480&region=wor,1999,N64,Sucker Punch,3D Platformer,8,Rocket: Robot on Wheels,,,,
721,5412,https://screenscraper.fr/image.php?gameid=5412&media=ss&maxwidth=640&maxheight=480&region=wor,1999,"N64, DC, Switch",LucasArts,Racing,5,,,,Star Wars Episode I: Racer,
722,13530,https://screenscraper.fr/image.php?gameid=13530&media=ss&maxwidth=640&maxheight=480&region=wor,1999,DC,No Cliche,Action,8,Toy Commander,,Totsugeki! Teketeke!! Toy Ranger,,
723,19317,https://screenscraper.fr/image.php?gameid=19317&media=ss&maxwidth=640&maxheight=480&region=wor,1999,PS1,DreamWorks Interactive,FPS,8,Medal of Honor,,,,
724,13514,https://screenscraper.fr/image.php?gameid=13514&media=ss&maxwidth=640&maxheight=480&region=wor,1999,"Arcade, DC",Hitmaker,Racing,3,,,,Crazy Taxi,
725,36958,https://screenscraper.fr/image.php?gameid=36958&media=ss&maxwidth=640&maxheight=480&region=wor,2000,GBC,Konami,Action-Adventure,5,,Metal Gear Solid,Metal Gear Solid: Ghost Babel,,
726,4752,https://screenscraper.fr/image.php?gameid=4752&media=ss&maxwidth=640&maxheight=480&region=wor,2002,GC,Nintendo,3D Platformer,15,,,,Super Mario Sunshine,
727,23274,https://screenscraper.fr/image.php?gameid=23274&media=ss&maxwidth=640&maxheight=480&region=wor,2002,"PSP, PS2",iNiS,Music-Rhythm,4,,,,Gitaroo Man,
728,4757,https://screenscraper.fr/image.php?gameid=4757&media=ss&maxwidth=640&maxheight=480&region=wor,2003,GC,Genius Sonority,RPG,24,,,,Pokémon Colosseum,
729,23118,https://screenscraper.fr/image.php?gameid=23118&media=ss&maxwidth=640&maxheight=480&region=wor,2006,"PSP, PS2",Sumo Digital,Racing,6,Outrun 2006: Coast 2 Coast,,,,
730,22026,https://screenscraper.fr/image.php?gameid=22026&media=ss&maxwidth=640&maxheight=480&region=wor,2006,"PSP, GC, PS2, PC",Traveller's Tales,Action-Adventure,11,Lego Star Wars II: The Original Trilogy,,,,
731,6004,https://screenscraper.fr/image.php?gameid=6004&media=ss&maxwidth=640&maxheight=480&region=wor,2006,DS,Noise,ARPG,20,Custom Robo Arena,,Gekitou! Custom Robo,,
732,28061,https://screenscraper.fr/image.php?gameid=28061&media=ss&maxwidth=640&maxheight=480&region=wor,2007,PSP,"Pyramid, Japan Studio","Rhythm, Strategy",15,,,,Patapon,
733,6421,https://screenscraper.fr/image.php?gameid=6421&media=ss&region=jp&maxwidth=640&maxheight=480,2010,Nintendo DS,XSeed Games,Platformer,4.5,Ivy the Kiwi,,Ivy the Kiwi - Tsuta ga Michibiku Monogatari,,
734,144885,https://screenscraper.fr/image.php?gameid=144885&media=ss&region=wor&maxwidth=640&maxheight=480,2010,PSP,Sega CS3,TRPG,37.5,Valkyria Chronicles II,,Senjou no Valkyria 2: Gallia Ouritsu Shikan Gakkou,,
735,13162,https://screenscraper.fr/image.php?gameid=13162&media=ss&region=wor&maxwidth=640&maxheight=480,1996,Saturn,Climax Studios,Action-Adventure,6,,,,Dark Savior,
736,1630,https://screenscraper.fr/image.php?gameid=1630&media=ss&region=wor&maxwidth=640&maxheight=480,1991,NES,Aicom,Action,1.5,Vice: Project Doom,,Gun-Dec,,
737,1626,https://screenscraper.fr/image.php?gameid=1626&media=ss&region=wor&maxwidth=640&maxheight=480,1992,"NES, Megadrive",Codemasters,"Adenture, Platformer",5.5,Linus Spacehead's Cosmic Crusade,Cosmic Spacehead,,,
738,37105,https://screenscraper.fr/image.php?gameid=37105&media=ss&region=wor&maxwidth=640&maxheight=480,1999,Game Boy Color,Victor Interactive Software,"Adventure, Roleplaying",,Legend of the River King 2,,Kawa no Nushi Tsuri 4,,
739,1496,https://screenscraper.fr/image.php?gameid=1496&media=ss&region=wor&maxwidth=640&maxheight=480,1988,NES,Compile,"Action-Adventure, SHMUP",5,The Guardian Legend,,Guardic Gaiden,,
740,3819,https://screenscraper.fr/image.php?gameid=3819&media=ss&region=wor&maxwidth=640&maxheight=480,2005,GBA,Camelot Software,Sports RPG,8,Mario Tennis: Power Tour,Mario Power Tennis,Mario Tennis Advance,,
741,19573,https://screenscraper.fr/image.php?gameid=19573&media=ss&region=jp&maxwidth=640&maxheight=480,1997,PS1,DreamFactory,Fighting,3,,,Tobal 2,,
742,102,https://screenscraper.fr/image.php?gameid=102&media=ss&region=wor&maxwidth=640&maxheight=480,1992,"Megadrive, GBC",Electronic Arts,Racing,7,,,,Road Rash II,
743,5793,https://screenscraper.fr/image.php?gameid=5793&media=ss&region=jp&maxwidth=640&maxheight=480jp,2011,Nintendo DS,Level-5,RPG,16.5,,,,Inazuma Eleven,
744,22146,https://screenscraper.fr/image.php?gameid=22146&media=ss&region=wor&maxwidth=640&maxheight=480,2005,"Playstation 2, PSP",Neversoft,Action-Adventure,6.5,Gun,,,,
745,33621,https://screenscraper.fr/image.php?gameid=33621&media=ss&region=wor&maxwidth=640&maxheight=480,1992,Amiga,LucasArts,Point-n-click,8,,,,Indiana Jones and the Fate of Atlantis: The Action Game,
746,1434,https://screenscraper.fr/image.php?gameid=1434&media=ss&region=wor&maxwidth=640&maxheight=480,1988,NES,Tecmo,Sports,10,Tecmo Cup: Soccer Game,Tecmo Cup: Football Game,Captain Tsubasa,,
747,28312,https://screenscraper.fr/image.php?gameid=28312&media=ss&region=wor&maxwidth=640&maxheight=480,2007,"PSP, NDS",Infinite Interactive,Puzzle,34.5,Puzzle Quest: Challenge of the Warlords,,"Simple 2500 Series Portable!! Vol. 11: The Puzzle Quest, Agaria no Kishi",,
748,37164,https://screenscraper.fr/image.php?gameid=37164&media=ss&region=wor&maxwidth=640&maxheight=480,1998,Game Boy Color,Japan System Supply,Action,5.5,,,,Power Quest,
749,200,https://screenscraper.fr/image.php?gameid=200&media=ss&region=wor&maxwidth=640&maxheight=480,1989,Genesis,Sega-AM2,"Action, RPG",16.5,Sword of Vermilion,,Vermilion,,
750,5470,https://screenscraper.fr/image.php?gameid=5470&media=ss&region=wor&maxwidth=640&maxheight=480,1999,N64,Konami,Action RPG,13.5,,,,Hybrid Heaven,
751,20207,https://screenscraper.fr/image.php?gameid=20207&media=ss&region=wor&maxwidth=640&maxheight=480,1999,PS1,Capcom,Action-Adventure,7.5,The Misadventures of Tron Bonne,,Tron ni Kobun,,
752,1254,https://screenscraper.fr/image.php?gameid=1254&media=ss&region=wor&maxwidth=640&maxheight=480,1988,NES,Nintendo,Adventure,10.5,Zelda II: The adventure of Link,,,,
753,12807,https://screenscraper.fr/image.php?gameid=12807&media=ss&region=wor&maxwidth=640&maxheight=480,1994,SegaCD,Nihon Falcom,Action,9,Popful Mail,,,,
754,13359,https://screenscraper.fr/image.php?gameid=13359&media=ss&region=wor&maxwidth=640&maxheight=480,1996,Saturn,Victor Entertainment,Action,1.5,,Keio Flying Squadron 2,Keiou Yuugekitai: Katsugeki-hen,,
755,105228,https://screenscraper.fr/image.php?gameid=105228&media=ss&region=jp&maxwidth=640&maxheight=480,1999,PS1,New Corporation,Platformer,2,,,Chippoke Ralph No Daibouken: The Adventure Of Little Ralph,,
756,37131,https://screenscraper.fr/image.php?gameid=37131&media=ss&region=wor&maxwidth=640&maxheight=480,1999,Game Boy Color,Rare,Racing,6,,,,Mickey's Racing Adventure,
757,4178,https://screenscraper.fr/image.php?gameid=4178&media=ss&region=wor&maxwidth=640&maxheight=480,2005,Game Boy Advance,WayForward Technologies,"RPG, SHMUP",12,Sigma Star Saga,,,,
758,5419,https://screenscraper.fr/image.php?gameid=5419&media=ss&region=wor&maxwidth=640&maxheight=480,1996,N64,Nintendo,Action,5,Star Wars: Shadows of the Empire,,Star Wars: Teikoku no Kage,,
759,3088,https://screenscraper.fr/image.php?gameid=3088&media=ss&region=wor&maxwidth=640&maxheight=480,1994,Game Boy,Nintendo,Puzzle,6,,,,Donkey Kong,
760,1021,https://screenscraper.fr/image.php?gameid=1021&media=ss&region=wor&maxwidth=640&maxheight=480,1991,Genesis,Santos,Sports,5,,,Battle Golfer Yui,,
761,38822,https://screenscraper.fr/image.php?gameid=38822&media=ss&region=wor&maxwidth=640&maxheight=480,1995,SNES,Sun L,Shooter,2,,,The Great Battle V,,
762,129936,https://screenscraper.fr/image.php?gameid=129936&media=ss&region=wor&maxwidth=640&maxheight=480,1997,PS1,Fill-In Cafe,RPG,11.5,,,Community Pom,,
763,21972,https://screenscraper.fr/image.php?gameid=21972&media=ss&region=wor&maxwidth=640&maxheight=480,2000,PS2,Level-5,RPG,31.5,,,,Dark Cloud,
764,65315,https://screenscraper.fr/image.php?gameid=65315&media=ss&region=jp&maxwidth=640&maxheight=480,1996,Satellaview,Square,Action,3,,,,Treasure Conflix,
765,18548,https://screenscraper.fr/image.php?gameid=18548&media=ss&region=us&maxwidth=640&maxheight=480,1987,NES,Square,Shooter,1,3-D WorldRunner,,Tobidase Daisakusen,,
766,,https://cdn.discordapp.com/attachments/957342297270415480/957401119619948605/Retro_Bits_01_-_Bomberman.gif,1990,TG-16/PCE,Hudson,puzzle,2.5,Bomberman,,,,
767,,https://cdn.discordapp.com/attachments/957342297270415480/959965544700850226/Retro_Bits_02_-_Phalanx.gif,1992,"SNES, GBA",Kemco,Shoot'em Up,2,Pahalanx The Enforce Fighter A-144,,,,
768,,https://cdn.discordapp.com/attachments/957342297270415480/962502522927456296/Retro_Bits_03_-_Alien_Storm.gif,1990,Arcade/Genesis,Sega,Beat'em Up,1,Alien Storm,,,,
769,,https://cdn.discordapp.com/attachments/957342297270415480/965043476871913482/Retro_Bits_04_-_The_Last_Blade.gif,1997,Neo Geo,SNK,Fighting,1,The Last Blade,,,,
770,,https://cdn.discordapp.com/attachments/957342297270415480/967576050185936966/Retro_Bits_05_-_Night_Striker.gif,1989,Arcade/PS1,Taito,Shoot'em Up,0.5,Night Striker,,,,
771,,https://cdn.discordapp.com/attachments/957342297270415480/970112413133316096/Retro_Bits_06_-_Rocket_Knight_Adventures.gif,1993,Sega Genesis/MD,Konami,Action-Platformer,1.5,Rocket Knight Adventures,,,,
772,,https://cdn.discordapp.com/attachments/957342297270415480/972650896200724510/Retro_Bits_07_-_Friday_the_13th.gif,1993,NES,Atlus,Survival Horror,1.5,Friday the 13th,,,,
