id,screenscraper_id,img,year,system,developer,genre,time_to_beat,title_usa,title_eu,title_jap,title_world,title_other
773,,https://cdn.discordapp.com/attachments/957342297270415480/975185861790539806/Retro_Bits_08_-_Cannon_Spike.gif,2000,"Arcade, Dreamcast",Psikyo,Top-Down Shooter,1.5,Cannon Spike,,,,
774,,https://cdn.discordapp.com/attachments/957342297270415480/977722623242960906/Retro_Bits_09_-_Sonic_Advance.gif,2001,GBA,Dimps,Platformer,2,Sonic Advance,,,,
775,,https://cdn.discordapp.com/attachments/957342297270415480/980259604422332456/Retro_Bits_10_-_Aero_Fighters_-_Sonic_Wings.gif,1992,"Arcade, SNES",Tecmo,Shoot'em Up,1,Aero Fighters,,Sonic Wings,,
776,,https://cdn.discordapp.com/attachments/957342297270415480/982796151403188264/Retro_Bits_11_-_Solstice.gif,1990,NES,Software Creations,Puzzle/Adventure,1.5,Solstice: The Quest for the Staff of Demnos,,,,
777,,https://cdn.discordapp.com/attachments/957342297270415480/985332713970085939/Retro_Bits_12_-_Super_R.C._Pro_Am.gif,1991,Game Boy,Rare,Racing,1,Super R.C. Pro Am,,,,
778,,https://cdn.discordapp.com/attachments/957342297270415480/987871302637453412/Retro_Bits_13_-_Crossed_Swords.gif,1991,"Neo Geo, NGCD",Alpha Denshi,Hack 'n Slash,2,Crossed Swords,,,,
779,,https://cdn.discordapp.com/attachments/957342297270415480/990406083157819392/Retro_Bits_14_-_SD_Hero_Soukessen_-_Taose_Aku_no_Gundan.gif,1991,Famicom,Interlink,Action Platformer,1.5,,,SD Hero Soukessen: Taose! Aku no Gundam,,
780,,https://cdn.discordapp.com/attachments/957342297270415480/992942834766327938/Retro_Bits_15_-_Dead_Moon.gif,1991,TG-16/PCE,Zap,Shoot'em Up,1.5,Dead Moon,,,,
781,,https://cdn.discordapp.com/attachments/957342297270415480/995479576807485440/Retro_Bits_16_-_Alisia_Dragoon.gif,1992,Sega Genesis/MD,Game Arts,Action Platformer,2,Alisia Dragoon,,,,
782,,https://cdn.discordapp.com/attachments/957342297270415480/998016247730032740/Retro_Bits_17_-_Star_Gladiator_-_Episode_1_-_Final_Crusade.gif,1996,"Arcade, PS1",Capcom,Fighting,0.5,Star Gladiator - Episode 1: Final Crusade,,,,
783,,https://cdn.discordapp.com/attachments/957342297270415480/1000553398304784404/Retro_Bits_18_-_Krazy_Kreatures.gif,1990,NES,Bitmasters,Puzzle,1,Krazy Kreatures,,,,
784,,https://cdn.discordapp.com/attachments/957342297270415480/1003089759444418630/Retro_Bits_19_-_Bonks_Adventure.gif,1989,TG-16/PCE,Red Company,Platformer,2,Bonks Adventure,,,,
785,,https://cdn.discordapp.com/attachments/957342297270415480/1005626438612951171/Retro_Bits_20_-_Cotton_-_Fantastic_Night_Dreams.png,1991,"Arcade, TG-CD",Success,Shoot'em Up,1,Cotton: Fantastic Night Dreams,,,,
786,,https://cdn.discordapp.com/attachments/957342297270415480/1008163937239437343/Retro_Bits_21_-_Mighty_Morphin_Power_Rangers_-_The_Fighting_Edition.png,1995,Super Nintendo,Natsume,Fighting,0.5,Mighty Morphin Power Rangers: The Fighting Edition,,,,
787,,https://cdn.discordapp.com/attachments/957342297270415480/1010699842776993883/Retro_Bits_22_-_Valis_-_The_Fantasm_Soldier.png,1991,Sega Genesis/MD,Wolf Team,Action Platformer,1,Valis,,Mugen Senshi Valis,,Valis: The Fantasm Soldier
788,,https://cdn.discordapp.com/attachments/957342297270415480/1013236508804796556/Retro_Bits_23_-_Pu-Li-Ru-La.png,1991,"Arcade, PS1, PS2",Taito,Beat'em Up,0.5,,,,Pu Li Ru La,
789,,https://cdn.discordapp.com/attachments/957342297270415480/1015773343368093787/Retro_Bits_24_-_Magical_Chase.png,1991,"TG16/PCE, GBC",Quest,Shoot'em Up,1,Magical Chase,,,,
790,,https://cdn.discordapp.com/attachments/957342297270415480/1018310717386014831/Retro_Bits_25_-_Sonic_CD.png,1993,"Sega CD, Android",Sega,Platformer,2,Sonic CD,,,,
791,,https://cdn.discordapp.com/attachments/957342297270415480/1020846837428654180/Retro_Bits_26_-_Cadash.png,1989,"Arcade, TG-16",Taito,Action-Adventure,1.5,Cadash,,,,
792,,https://cdn.discordapp.com/attachments/957342297270415480/1023383656997326949/Retro_Bits_27_-_Digimon_-_Rumble_Arena.png,2001,PS1,Bandai,Platform Fighter,2,Digimon: Rumble Arena,,,,
793,,https://cdn.discordapp.com/attachments/957342297270415480/1025920105047142440/Retro_Bits_28_-_Devils_Crush.png,1990,"TG-16, Genesis",Compile,Pinball,2,Devil's Crush,,,,
794,,https://cdn.discordapp.com/attachments/957342297270415480/1028456869611708486/Retro_Bits_29_-_Splatterhouse.png,1988,"Arcade, TG-16",Namco,Beat'em Up,1,Splatterhouse,,,,
795,,https://cdn.discordapp.com/attachments/957342297270415480/1030993544116179075/Retro_Bits_30_-_Castlevania_II_-_Belmonts_Revenge.png,1991,"Gameboy, GBC",Konami,Action-Platformer,2,Castlevania II: Belmont's Revenge,,,,
796,,https://cdn.discordapp.com/attachments/957342297270415480/1033530451383566476/Retro_Bits_31_-_Haunting_Starring_Polterguy.png,1993,"Genesis/MD, PSP",Electronic Arts,Action,2,Haunting: Starring Polterguy,,,,
797,,https://cdn.discordapp.com/attachments/957342297270415480/1036067001556287518/Retro_Bits_32_-_Darkstalkers_-_The_Night_Warriors.png,1994,"Arcade, PS1, PS2",Capcom,Fighting,1,Darkstalkers: The Night Warriors,,,,
798,,https://cdn.discordapp.com/attachments/957342297270415480/1038919527406260325/Retro_Bits_33_-_Hagane_-_The_Final_Conflict.png,1994,SNES,CAProduction,Action-Platformer,1.5,Hagane The Final Conflict,,,,
799,,https://cdn.discordapp.com/attachments/957342297270415480/1041155565499457586/Retro_Bits_34_-_Metal_Slug_-_1st_Mission.png,1999,"NGPC, Switch, PC",Ukiyotei,Run'n Gun,1,Metal Slug: 1st Mission,,,,
800,,https://cdn.discordapp.com/attachments/957342297270415480/1043692321176293406/Retro_Bits_35_-_Blazing_Star.png,1998,Neo Geo,Yumekobo,Shoot'em Up,1,Blazing Star,,,,
801,,https://cdn.discordapp.com/attachments/957342297270415480/1046228924687974470/Retro_Bits_36_-_Cocoron.png,1991,Famicom,"K2, Takeru",Action-Platformer,1.5,,,Cocoron,,
802,,https://cdn.discordapp.com/attachments/957342297270415480/1048765773474168852/Retro_Bits_37_-_Snow_Bros.png,1990,"Arcade, NES, GB",Toaplan,Action,1.5,Snow Bros,,,,
803,,https://cdn.discordapp.com/attachments/957342297270415480/1051302401644175420/Retro_Bits_38_-_Elf_Bowling.png,1998,"PC, GBA, DS",NStorm,Sports,5,Elf Bowling,,,,
804,,https://cdn.discordapp.com/attachments/957342297270415480/1053839193656274954/Retro_Bits_39_-_Santa_Claus_Junior.png,2001,Game Boy Color,NEON Software,Platformer,1,Santa Claus Junior,,,,
805,,https://cdn.discordapp.com/attachments/957342297270415480/1056375795825786891/Retro_Bits_40_-_Kickle_Cubicle.png,1998,"Arcade, NES",IREM,Puzzle,2.5,Kickle Cubicle,,,,
806,,https://cdn.discordapp.com/attachments/957342297270415480/1058912434242461826/Retro_Bits_41_-_Unholy_Night_-_The_Darkness_Hunter.png,2017,SNES,Foxbat Corporation,Fighting,0.5,Unholy Night: The Darkness Hunter,,,,
807,,https://cdn.discordapp.com/attachments/957342297270415480/1061449264485642280/Retro_Bits_42_-_TMNT_-_Fall_of_the_Foot_Clan.png,1990,Game Boy,Konami,Action-Platformer,0.5,Teenage Mutant Ninja Turtles: Fall of the Foot Clan,,,,
808,,https://cdn.discordapp.com/attachments/957342297270415480/1063986102630883338/Retro_Bits_43_-_Shock_Troopers.png,1997,Neo Geo,Saurus,Run'n Gun,1,Shock Troopers,,,,
809,,https://cdn.discordapp.com/attachments/957342297270415480/1066522655483777044/Retro_Bits_44_-_Um_Jammer_Lammy.png,1999,"PS1, Arcade",NanaOn-Sha,Music-Rhythm,2,Um Jammer Lammy,,,,
810,,https://cdn.discordapp.com/attachments/957342297270415480/1069059365883088936/Retro_Bits_45_-_SD_the_Great_Battle_-_Aratanaru_Chousen.png,1990,Super Famicom,Banpresto,Action,1,,,SD the Great Battle: Aratanaru Chousen,,
811,,https://cdn.discordapp.com/attachments/957342297270415480/1071597231544750120/Retro_Bits_46_-_Contra.png,1986,"Arcade, NES",Konami,Run'n Gun,1,Contra,Probotector,,Gryzor,
812,,https://cdn.discordapp.com/attachments/957342297270415480/1074132827689463889/Retro_Bits_47_-_Balloon_Kid.png,1990,Game Boy,Nintendo R&D1,Flying Platformer,1,Balloon Kid,,,,
813,,https://cdn.discordapp.com/attachments/957342297270415480/1076669676140114060/Retro_Bits_48_-_Chocobo_Racing.png,1999,Playstation,Squaresoft,Racing,1.5,Chocobo Racing,,,,
814,,https://cdn.discordapp.com/attachments/957342297270415480/1079206279572115477/Retro_Bits_49_-_Magical_Taruruuto-kun.png,1991,Sega Game Gear,Tsukuda Ideal,Shoot'em Up,1,,,Magical Taruruuto-Kun,,
815,,https://cdn.discordapp.com/attachments/957342297270415480/1081743384873545899/Retro_Bits_50_-_Gaiapolis.png,1993,Arcade,Konami,AARPG/Beat'em Up,1.5,Gaiaopolis,,,,
816,,https://cdn.discordapp.com/attachments/957342297270415480/1084279703994642502/Retro_Bits_51_-_Spankys_Quest.png,1991,SNES,Natsume,Action,1.5,Spanky's Quest,,,,
817,,https://cdn.discordapp.com/attachments/957342297270415480/1086802201504133190/Retro_Bits_52_-_Space_Channel_5.png,1999,Sega Dreamcast,Sega,Music/Rhythm,1.5,Space Channel 5,,,,
818,,https://cdn.discordapp.com/attachments/957342297270415480/1089338007041093743/Retro_Bits_53_-_Prehistoric_Isle_in_1930.png,1989,Arcade,SNK,Shoot'em Up,5,Prehistoric Isle in 1930,,,,
819,,https://cdn.discordapp.com/attachments/957342297270415480/1091874764223688714/Retro_Bits_54_-_Sonic_Chaos.png,1993,Master System,Aspect Co. Ltd,Platformer,1,Sonic Chaos,,,,
820,,https://cdn.discordapp.com/attachments/957342297270415480/1094412141144064142/Retro_Bits_55_-_The_Last_Blade_-_Beyond_the_Destiny.png,2000,NGPC,SNK,Fighting,5,The Last Blade: Beyond the Destiny,,,,
821,,https://cdn.discordapp.com/attachments/957342297270415480/1096948135340802118/Retro_Bits_56_-_Deadeus.png,2019,Game boy,-IZMA-,Horror,1,Deadeus,,,,
822,,https://cdn.discordapp.com/attachments/957342297270415480/1099484890426265751/Retro_Bits_57_-_Mystic_Riders.png,1992,Arcade,Irem Corp.,Shoot'em Up,5,Mystic Riders,,,,
823,,https://cdn.discordapp.com/attachments/957342297270415480/1102021592248225832/Retro_Bits_58_-_Inspector_Gadget.png,1993,SNES,AIM,Platformer,1.5,Inspector Gadget,,,,
824,,https://cdn.discordapp.com/attachments/957342297270415480/1104558367629906030/Retro_Bits_59_-_River_City_Ransom.png,1989,NES,Technos Japan,Beat'em Up/ARPG,2,River City Ransom,,Street Gangs,,
825,,https://cdn.discordapp.com/attachments/957342297270415480/1107095011654381689/Retro_Bits_60_-_NARC.png,1988,"Arcade, NES",Williams Electronics,Run'n Gun,0.5,NARC,,,,
826,,https://cdn.discordapp.com/attachments/957342297270415480/1109631698754347050/Retro_Bits_61_-_Rez.png,2001,"Dreamcast, PS2",United Game Artists,Rail Shooter,2,REZ,,,,
827,,https://cdn.discordapp.com/attachments/957342297270415480/1112168505425530900/Retro_Bits_62_Power_Blade.png,1990,NES,Taito,Action-Platformer,1.5,Power Blade,,,,
828,,https://cdn.discordapp.com/attachments/957342297270415480/1114705453386047508/Retro_Bits_63_-_Fatal_Fury_-_First_Contact_.png,1999,"NGPC, Switch",SNK,Fighting,0.5,Fatal Fury: First Contact,,,,
829,,https://cdn.discordapp.com/attachments/957342297270415480/1117241849166446632/Retro_Bits_64_-_Boogie_Wings.png,1992,Arcade,Data East,Shoot'em Up,1.5,Boogie Wings,,The Great Ragtime Show,,
830,,https://cdn.discordapp.com/attachments/957342297270415480/1119778553240748205/Retro_Bits_65_-_Goof_Troop.png,1993,SNES,Capcom,Action-Adventure,2,Disney's Goof Troop,,,,
831,,https://cdn.discordapp.com/attachments/957342297270415480/1122315465784569856/Retro_Bits_66_-_Ghost_Sweeper_Mikami_-_Joreishi_wa_Nice_Body.png,1993,Super Nintendo,Natsume,Action-Platformer,1,,,Ghost Sweeper Mikami: Joreishi wa Nice Body,,
832,,https://cdn.discordapp.com/attachments/957342297270415480/1124854629222600794/Retro_Bits_67_-_Psychic_Force.png,1996,"Arcade, PS1",Taito,Fighting,0.5,Psychic Force,,,,
833,,https://cdn.discordapp.com/attachments/957342297270415480/1127388695557832795/Retro_Bits_68_-_Bulk_Slash.png,1997,Sega Saturn,CAProduction,Action,1,,,Bulk Slash,,
834,,https://cdn.discordapp.com/attachments/957342297270415480/1129925439486427258/Retro_Bits_69_-_Kid_Klown_in_Night_Mayor_World.png,1992,NES,Kemco,Platformer,1,Kid Klown in Night Mayor World,,Mickey Mouse III: Yume Fuusen,,
835,,https://cdn.discordapp.com/attachments/957342297270415480/1132462514488229998/Retro_Bits_70_-_Twin_Cobra_II.png,1995,"Arcade, Saturn",Takumi,Shmup,1,Twin Cobra II,,Kyukyoku Tiger II,,
836,,https://cdn.discordapp.com/attachments/957342297270415480/1135000104709931198/Retro_Bits_71_-_Blaster_Master_Boy.png,1991,Game Boy,Sunsoft Osaka,Action,1.5,Blaster Master Boy,Blaster Master Jr.,Bomber King: Scenario 2,,
837,,https://cdn.discordapp.com/attachments/957342297270415480/1137535578989133834/Retro_Bits_72_-_Battle_Arena_Toshinden.png,1995,"PS1, Saturn",Tamsoft,Fighting,5,Battle Arena Toshinden,,Toushinden,,
838,,https://cdn.discordapp.com/attachments/957342297270415480/1140072244194840576/Retro_Bits_73_-_Cyber-Lip.png,1991,"Neo Geo, NGCD",SNK,Run 'n Gun,1,,,,Cyber-Lip,
839,22044,https://screenscraper.fr/image.php?gameid=22044&media=ss&region=us&maxwidth=640&maxheight=480,2009,"PS2, PSP",Atlus,RPG,66,Persona 3,,,,
840,5744,https://screenscraper.fr/image.php?gameid=5744&media=ss&region=wor&maxwidth=640&maxheight=480,2010,Nintendo DS,Game Freak,RPG,32.5,Pokémon Black and White,,,,
841,5971,https://screenscraper.fr/image.php?gameid=5971&media=ss&region=wor&maxwidth=640&maxheight=480,2009,Nintendo DS,Platinum Games Inc.,Strategy RPG,46.5,Infinite Space,,,,
842,19403,https://screenscraper.fr/image.php?gameid=19403&media=ss&region=wor&maxwidth=640&maxheight=480,2000,Playstation,BEC,Mystery Dungeon,66,Digimon World 2,,,,
843,2789,https://screenscraper.fr/image.php?gameid=2789&media=ss&region=wor&maxwidth=640&maxheight=480,1993,"SNES, PS1",Winkysoft,TRPG,31,,,Dai-3-ji Super Robot Taisen,,Super Robot Wars 3
844,5791,https://screenscraper.fr/image.php?gameid=5791&media=ss&region=wor&num=&version=&maxwidth=640&maxheight=480,2007,Nintendo DS,Sqaure Enix,TRPG,49,Final Fantasy Tactics A2: Grimoire of the Rift,,,,
845,19513,https://screenscraper.fr/image.php?gameid=19513&media=ss&region=wor&maxwidth=640&maxheight=480,1999,PS1,"MediaVision, Contrail",JRPG,42,Wild Arms 2,,,,
846,117305,https://screenscraper.fr/image.php?gameid=117305&media=ss&region=jp&maxwidth=640&maxheight=480,1999,PS1,Square,Racing RPG,32,,,Racing Lagoon,,
847,19292,https://screenscraper.fr/image.php?gameid=19292&media=ss&region=wor&num=&version=&maxwidth=640&maxheight=480,1999,PS1,tri-ace,JRPG,31,Valkyrie Profile,,,,
848,,https://cdn.discordapp.com/attachments/957342297270415480/1142609051734249513/Retro_Bits_74_-_Double_Dare.png,1990,"NES, DOS, C64",Rare,Mini-Games,0.5,,,,Double Dare,
849,188679,https://screenscraper.fr/image.php?gameid=188679&media=ss&region=wor&maxwidth=640&maxheight=480,1996,"DOS, PC, Switch, Luna",Rogue Entertainment,"FPS, RPG",7.5,Strife: Quest for the Sigil,,,Strife,
850,42,https://screenscraper.fr/image.php?gameid=42&media=ss&region=wor&maxwidth=640&maxheight=480,1995,Genesis,Sega,Platformer,2.5,Ristar,,Ristar: The Shooting Star,,
851,18727,https://screenscraper.fr/image.php?gameid=18727&media=ss&region=jp&maxwidth=640&maxheight=480,1991,NES,Tecmo,Platformer,1,,,Kyatto Ninden Teyandee,,Samuari Pizza Cats
852,35,https://screenscraper.fr/image.php?gameid=35&media=ss&region=wor&maxwidth=640&maxheight=480,1995,Genesis,Sega,Beat'em Up,2,,,,Comix Zone,
853,128846,https://screenscraper.fr/image.php?gameid=128846&media=ss&region=wor&maxwidth=640&maxheight=480,2006,"Playstation 2, Wii",Rockstar,Action-adventure,15,Bully,Canis Canem Edit,,,
854,19634,https://screenscraper.fr/image.php?gameid=19634&media=ss&region=wor&maxwidth=640&maxheight=480,1999,Playstation,Konami,Action-adventure,2.5,Soul of the Samurai,Ronin Blade,Shin Jidaigeki Action: Rasetsu no Ken,,
855,281,https://screenscraper.fr/image.php?gameid=281&media=ss&region=wor&maxwidth=640&maxheight=480,1993,Genesis,Game Refuge,"Action, Strategy",3,General Chaos,,General Chaos Daikonsen,,
856,3312,https://screenscraper.fr/image.php?gameid=3312&media=ss&region=wor&maxwidth=640&maxheight=480,1994,Game Boy,Rare,"Action-adventure, Puzzle",,,,,Monster Max,
857,2137,https://screenscraper.fr/image.php?gameid=2137&media=ss&region=wor&maxwidth=640&maxheight=480,1993,SNES,Quintent,RPG,13,Illusion of Gaia,Illusion of Time,Gaia Gensouki,,
858,84292,https://screenscraper.fr/image.php?gameid=84292&media=ss&region=wor&maxwidth=640&maxheight=480,2003,Game Boy Advance,Hudson Soft,Action Platformer,1.5,Ninja Five-O,Ninja Cop,,,
859,20051,https://screenscraper.fr/image.php?gameid=20051&media=ss&region=wor&maxwidth=640&maxheight=480,1997,Playstation,SquareSoft,Shmup,2.5,Einhander,,Einhaender,,
860,13746,https://screenscraper.fr/image.php?gameid=13746&media=ss&region=us&maxwidth=640&maxheight=480,2001,Dreamcast,Visual Concepts,Arena Fighter,7,Ooga Booga,,,,
861,13643,https://screenscraper.fr/image.php?gameid=13643&media=ss&region=wor&maxwidth=640&maxheight=480,2000,Dreamcast,Genki,3D Platformer,6.5,Super Magnetic Neo,,Super Magnetic Niu Niu,,
862,13559,https://screenscraper.fr/image.php?gameid=13559&media=ss&region=jp&maxwidth=640&maxheight=480,2001,"Arcade, Dreamcast, Gamecube, Switch",Treasure,Shmup,1.5,,,Ikaruga,,
863,18962,https://screenscraper.fr/image.php?gameid=18962&media=ss&region=wor&maxwidth=640&maxheight=480,1995,SNES,Nihon Soft System,Side Scroller,1.5,,,Majuu Ou,,
864,142920,https://screenscraper.fr/image.php?gameid=142920&media=ss&region=wor&maxwidth=640&maxheight=480,2010,PSP,Mediatonic,2D Platformer,0.5,Monsters (Probably) Stole My Princess,,,,
865,13490,https://screenscraper.fr/image.php?gameid=13490&media=ss&region=wor&maxwidth=640&maxheight=480,2000,"Dreamcast, Gamecube",Overworks,RPG,44,Skies of Arcadia,,Eternal Arcadia,,
866,21971,https://screenscraper.fr/image.php?gameid=21971&media=ss&region=wor&maxwidth=640&maxheight=480,2003,"PS2, GameCube, XBox, Windows",Ubisofft,Action-adventure,11,Beyond Good & Evil,,,,
867,198780,https://screenscraper.fr/image.php?gameid=198780&media=ss&region=wor&maxwidth=640&maxheight=480,2019,"Genesis, and more",Bitmap Bureau,Multi-directional Shooter,2.5,,,,Xeno Crisis,
868,19491,https://screenscraper.fr/image.php?gameid=19491&media=ss&region=wor&maxwidth=640&maxheight=480,2000,Playstation,Radical Entertainment,Beat'em Up,4.5,Jackie Chan Stuntmaster,,,,
869,18371,https://screenscraper.fr/image.php?gameid=18371&media=ss&region=wor&maxwidth=640&maxheight=480,1994,"Genesis, SNES",Interplay,Platformer,2,Boogerman: A Pick and Flick Adventure,,,,
870,13592,https://screenscraper.fr/image.php?gameid=13592&media=ss&region=wor&maxwidth=640&maxheight=480,2001,Dreamcast,Crazy Games,Survival Horror,8.5,,,,Illbleed,
871,37346,https://screenscraper.fr/image.php?gameid=37346&media=ss&region=wor&maxwidth=640&maxheight=480,2004,"Arcade, PS2, Switch",Cave,Shoot'em Up,1,,,,Mushihime-sama,
872,326,https://screenscraper.fr/image.php?gameid=326&media=ss&region=wor&maxwidth=640&maxheight=480,1989,"Arcade, Genesis",Toaplan,Shoot'em Up,1,,,,Zero Wing,
873,28432,https://screenscraper.fr/image.php?gameid=28432&media=ss&region=wor&maxwidth=640&maxheight=480,2004,PSP,Nihon Falcom,ARPG,9.5,,,,Gurumin: A Monstrous Adventure,
874,6280,https://screenscraper.fr/image.php?gameid=6280&media=ss&region=wor&maxwidth=640&maxheight=480,2006,Nintendo DS,Grasshopper Manufacture,RPG,11.5,,,,Contact,
875,4889,https://screenscraper.fr/image.php?gameid=4889&media=ss&region=wor&maxwidth=640&maxheight=480,2003,Gamecube,Sonic Team,3D Platformer,8,,,,Billy Hatcher And The Giant Egg,
876,416917,https://screenscraper.fr/image.php?gameid=416917&media=ss&region=wor&maxwidth=640&maxheight=480,2013,Nintendo 3DS,Millenium Kitchen,Adventure,3,,,,Attack of the Friday Monsters! A Tokyo Tale,
877,,https://cdn.discordapp.com/attachments/957342297270415480/1145145744819486740/Retro_Bits_74_-_The_King_of_Fighters_EX_-_Neo_Blood.png,2002,GBA,"Artoon Co., Ltd.",Fighting,0.5,,,,The King of Fighters EX: Neo Blood,
878,,https://cdn.discordapp.com/attachments/957342297270415480/1147682413854588928/Retro_Bits_76_-_Fantasy_Zone.png,1986,"Arcade, MS, NES, TG16",Sega,Scrolling Shooter,1,,,,Fantasy Zone,
879,,https://cdn.discordapp.com/attachments/957342297270415480/1150219188112203856/Retro_Bits_77_-_Kirbys_Dream_Land.png,1992,Game Boy,HAL Laboratory,Platformer,1,Kirby's Dream Land,,Hoshi no Kirby,,
